date,material,material_demand,production_volume,ending_inventory,waste_percent
2025-04-28,Pulp_A,240.9,228.72,849.01,5.47
2025-04-28,Chemical_B,106.59,105.57,379.0,4.08
2025-04-28,Packaging_C,166.28,178.71,569.03,3.09
2025-04-28,Resin_D,84.98,90.17,300.73,3.14
2025-04-29,Pulp_A,263.57,272.82,901.17,5.45
2025-04-29,Chemical_B,123.68,117.49,342.49,5.29
2025-04-29,Packaging_C,168.29,173.95,564.65,2.57
2025-04-29,Resin_D,120.52,119.73,251.53,2.79
2025-04-30,Pulp_A,265.06,258.07,834.37,1.87
2025-04-30,Chemical_B,133.21,124.7,355.46,2.2
2025-04-30,Packaging_C,159.72,158.46,517.22,4.74
2025-04-30,Resin_D,118.86,116.05,294.18,5.21
2025-05-01,Pulp_A,251.49,256.89,847.91,1.63
2025-05-01,Chemical_B,102.75,105.81,401.94,1.35
2025-05-01,Packaging_C,169.68,162.28,523.84,5.19
2025-05-01,Resin_D,113.5,117.03,227.85,3.56
2025-05-02,Pulp_A,230.26,213.06,852.8,2.52
2025-05-02,Chemical_B,127.97,135.57,351.52,4.83
2025-05-02,Packaging_C,174.78,168.08,552.96,5.54
2025-05-02,Resin_D,110.35,103.48,312.15,3.24
2025-05-03,Pulp_A,243.69,245.51,853.3,2.9
2025-05-03,Chemical_B,94.06,97.67,378.68,5.59
2025-05-03,Packaging_C,157.73,152.48,531.38,5.55
2025-05-03,Resin_D,93.17,85.98,297.22,5.81
2025-05-04,Pulp_A,212.87,224.09,914.28,2.41
2025-05-04,Chemical_B,107.41,100.48,413.54,2.21
2025-05-04,Packaging_C,146.61,141.95,545.81,3.99
2025-05-04,Resin_D,66.1,68.67,282.21,1.24
2025-05-05,Pulp_A,258.97,275.23,883.79,1.93
2025-05-05,Chemical_B,118.15,123.72,352.63,1.17
2025-05-05,Packaging_C,165.77,154.2,563.28,5.16
2025-05-05,Resin_D,85.81,80.23,295.15,5.55
2025-05-06,Pulp_A,259.16,274.87,853.37,3.86
2025-05-06,Chemical_B,78.98,76.67,412.97,3.17
2025-05-06,Packaging_C,172.2,183.01,562.15,3.22
2025-05-06,Resin_D,123.71,125.53,284.16,4.51
2025-05-07,Pulp_A,245.46,229.92,814.49,2.92
2025-05-07,Chemical_B,151.89,162.84,318.71,4.0
2025-05-07,Packaging_C,164.98,168.52,577.39,1.35
2025-05-07,Resin_D,88.19,87.81,253.81,1.23
2025-05-08,Pulp_A,237.69,255.62,845.0,2.66
2025-05-08,Chemical_B,98.03,99.77,374.89,2.4
2025-05-08,Packaging_C,165.37,152.28,498.2,1.04
2025-05-08,Resin_D,94.49,99.07,261.7,3.86
2025-05-09,Pulp_A,215.8,230.7,887.08,2.99
2025-05-09,Chemical_B,122.12,114.58,334.08,2.73
2025-05-09,Packaging_C,180.06,179.88,520.47,4.51
2025-05-09,Resin_D,88.3,87.19,248.86,3.06
2025-05-10,Pulp_A,229.72,233.69,883.0,2.55
2025-05-10,Chemical_B,93.47,89.84,385.2,1.3
2025-05-10,Packaging_C,169.9,159.42,552.52,2.92
2025-05-10,Resin_D,48.44,45.5,308.59,3.09
2025-05-11,Pulp_A,223.53,208.51,878.39,2.77
2025-05-11,Chemical_B,103.03,105.97,383.02,2.81
2025-05-11,Packaging_C,144.02,147.15,556.45,5.57
2025-05-11,Resin_D,94.79,98.19,287.38,1.6
2025-05-12,Pulp_A,226.12,208.46,876.59,3.11
2025-05-12,Chemical_B,116.35,117.79,311.6,1.22
2025-05-12,Packaging_C,165.68,161.52,508.63,4.65
2025-05-12,Resin_D,112.82,116.29,272.86,3.15
2025-05-13,Pulp_A,225.15,218.17,897.83,4.94
2025-05-13,Chemical_B,138.94,146.11,329.81,5.29
2025-05-13,Packaging_C,161.04,156.37,559.23,3.91
2025-05-13,Resin_D,117.62,121.49,215.82,4.44
2025-05-14,Pulp_A,226.46,223.94,863.27,1.71
2025-05-14,Chemical_B,113.2,106.95,381.29,1.13
2025-05-14,Packaging_C,182.48,177.83,552.41,1.36
2025-05-14,Resin_D,72.57,74.63,282.28,4.03
2025-05-15,Pulp_A,224.08,241.57,861.11,3.27
2025-05-15,Chemical_B,105.45,105.2,380.15,1.14
2025-05-15,Packaging_C,170.79,167.62,529.38,1.19
2025-05-15,Resin_D,96.27,91.03,269.48,1.12
2025-05-16,Pulp_A,238.47,230.43,901.49,5.5
2025-05-16,Chemical_B,127.81,129.91,338.85,5.13
2025-05-16,Packaging_C,160.74,157.8,550.45,2.7
2025-05-16,Resin_D,79.44,80.13,299.13,3.71
2025-05-17,Pulp_A,233.68,231.46,878.84,2.51
2025-05-17,Chemical_B,87.29,81.12,372.18,2.71
2025-05-17,Packaging_C,114.42,115.9,604.28,1.7
2025-05-17,Resin_D,110.22,110.03,241.79,3.01
2025-05-18,Pulp_A,240.38,245.02,908.58,2.01
2025-05-18,Chemical_B,91.89,91.53,380.47,3.72
2025-05-18,Packaging_C,147.67,148.46,564.02,5.35
2025-05-18,Resin_D,83.49,78.47,281.72,4.97
2025-05-19,Pulp_A,250.94,268.77,839.82,1.74
2025-05-19,Chemical_B,122.27,121.95,352.0,5.32
2025-05-19,Packaging_C,135.02,130.39,596.53,2.02
2025-05-19,Resin_D,87.68,87.84,321.68,3.46
2025-05-20,Pulp_A,257.2,276.99,848.38,3.04
2025-05-20,Chemical_B,124.18,125.64,366.95,5.78
2025-05-20,Packaging_C,158.4,167.37,537.82,3.2
2025-05-20,Resin_D,105.26,107.4,196.23,5.63
2025-05-21,Pulp_A,240.82,248.06,849.46,4.61
2025-05-21,Chemical_B,104.51,101.16,380.67,2.79
2025-05-21,Packaging_C,151.7,144.68,569.86,5.79
2025-05-21,Resin_D,110.4,106.77,277.43,1.07
2025-05-22,Pulp_A,251.72,261.4,861.19,1.71
2025-05-22,Chemical_B,127.85,131.09,366.01,4.83
2025-05-22,Packaging_C,166.11,155.18,560.64,3.44
2025-05-22,Resin_D,93.4,92.01,262.98,1.33
2025-05-23,Pulp_A,228.69,239.97,863.61,5.74
2025-05-23,Chemical_B,87.17,81.27,393.16,3.5
2025-05-23,Packaging_C,170.46,158.2,552.98,1.36
2025-05-23,Resin_D,71.46,68.4,284.47,2.41
2025-05-24,Pulp_A,234.75,228.04,860.41,3.38
2025-05-24,Chemical_B,106.84,115.02,337.18,4.02
2025-05-24,Packaging_C,162.72,152.9,504.56,5.44
2025-05-24,Resin_D,32.01,32.45,347.58,4.12
2025-05-25,Pulp_A,225.18,215.88,862.53,4.57
2025-05-25,Chemical_B,104.18,105.05,383.46,3.6
2025-05-25,Packaging_C,147.92,142.51,539.36,3.48
2025-05-25,Resin_D,66.61,67.99,298.16,1.27
2025-05-26,Pulp_A,227.42,209.23,900.61,3.56
2025-05-26,Chemical_B,109.84,115.8,369.04,1.02
2025-05-26,Packaging_C,172.13,167.07,506.19,1.51
2025-05-26,Resin_D,74.57,78.66,279.95,2.57
2025-05-27,Pulp_A,243.41,240.84,861.43,5.55
2025-05-27,Chemical_B,120.33,112.42,352.09,4.44
2025-05-27,Packaging_C,122.89,125.5,573.75,4.52
2025-05-27,Resin_D,108.96,117.08,296.95,4.81
2025-05-28,Pulp_A,240.52,232.75,864.41,1.53
2025-05-28,Chemical_B,123.43,114.51,381.67,2.8
2025-05-28,Packaging_C,159.2,157.49,555.83,3.29
2025-05-28,Resin_D,85.93,84.14,258.55,1.26
2025-05-29,Pulp_A,232.11,244.07,904.21,5.25
2025-05-29,Chemical_B,123.24,122.69,323.29,5.4
2025-05-29,Packaging_C,168.96,171.87,504.24,2.48
2025-05-29,Resin_D,99.55,103.35,252.9,2.58
2025-05-30,Pulp_A,220.77,228.3,920.29,2.0
2025-05-30,Chemical_B,108.69,106.39,381.39,1.29
2025-05-30,Packaging_C,159.23,153.31,515.72,5.18
2025-05-30,Resin_D,90.19,90.08,259.96,3.02
2025-05-31,Pulp_A,256.51,236.4,863.1,3.32
2025-05-31,Chemical_B,95.66,98.38,393.02,2.56
2025-05-31,Packaging_C,151.05,151.57,566.9,5.88
2025-05-31,Resin_D,85.41,80.22,304.38,2.33
2025-06-01,Pulp_A,221.55,216.17,917.17,2.86
2025-06-01,Chemical_B,97.5,102.91,378.78,1.12
2025-06-01,Packaging_C,142.62,149.02,563.47,3.29
2025-06-01,Resin_D,51.01,47.47,303.28,2.14
2025-06-02,Pulp_A,236.18,245.53,822.74,3.37
2025-06-02,Chemical_B,113.04,121.41,367.73,1.38
2025-06-02,Packaging_C,138.82,132.07,545.77,1.7
2025-06-02,Resin_D,111.95,113.35,276.99,1.73
2025-06-03,Pulp_A,244.9,240.51,883.61,4.37
2025-06-03,Chemical_B,100.26,106.96,343.3,2.45
2025-06-03,Packaging_C,172.23,177.96,525.87,1.31
2025-06-03,Resin_D,79.9,75.22,347.34,5.79
2025-06-04,Pulp_A,213.0,213.02,891.62,4.4
2025-06-04,Chemical_B,109.27,114.63,356.8,3.3
2025-06-04,Packaging_C,123.94,114.9,614.4,1.83
2025-06-04,Resin_D,70.76,65.66,297.57,5.22
2025-06-05,Pulp_A,230.37,247.35,884.34,1.98
2025-06-05,Chemical_B,87.84,86.95,398.72,3.97
2025-06-05,Packaging_C,159.66,171.95,523.79,1.95
2025-06-05,Resin_D,98.2,102.24,277.28,1.81
2025-06-06,Pulp_A,263.57,252.91,831.66,4.2
2025-06-06,Chemical_B,97.15,98.17,389.66,4.86
2025-06-06,Packaging_C,151.8,139.88,548.18,2.79
2025-06-06,Resin_D,72.74,70.67,317.37,5.24
2025-06-07,Pulp_A,211.14,208.73,895.51,1.15
2025-06-07,Chemical_B,124.68,117.07,344.14,2.44
2025-06-07,Packaging_C,149.35,161.14,546.12,1.22
2025-06-07,Resin_D,63.45,62.35,344.59,4.77
2025-06-08,Pulp_A,189.87,198.61,935.31,2.26
2025-06-08,Chemical_B,63.32,64.91,433.99,2.2
2025-06-08,Packaging_C,138.09,131.92,538.07,1.19
2025-06-08,Resin_D,66.77,71.58,325.39,3.91
2025-06-09,Pulp_A,265.2,265.91,795.69,4.79
2025-06-09,Chemical_B,97.07,103.19,344.67,5.73
2025-06-09,Packaging_C,152.72,159.57,570.32,3.38
2025-06-09,Resin_D,68.79,69.79,305.91,1.93
2025-06-10,Pulp_A,248.54,236.89,840.94,1.36
2025-06-10,Chemical_B,71.17,74.71,408.8,5.18
2025-06-10,Packaging_C,173.77,181.31,499.45,4.27
2025-06-10,Resin_D,63.56,62.8,319.44,1.19
2025-06-11,Pulp_A,240.13,220.92,847.69,3.08
2025-06-11,Chemical_B,99.78,107.33,376.08,2.13
2025-06-11,Packaging_C,138.6,132.63,534.25,1.01
2025-06-11,Resin_D,100.1,103.98,246.18,5.24
2025-06-12,Pulp_A,208.7,202.87,874.36,4.56
2025-06-12,Chemical_B,102.62,100.5,383.93,5.51
2025-06-12,Packaging_C,145.63,147.74,589.93,4.31
2025-06-12,Resin_D,90.87,93.91,263.93,1.84
2025-06-13,Pulp_A,240.54,257.94,894.5,1.21
2025-06-13,Chemical_B,119.02,115.14,318.4,4.57
2025-06-13,Packaging_C,148.5,148.83,557.75,3.54
2025-06-13,Resin_D,98.36,103.52,272.06,4.49
2025-06-14,Pulp_A,211.12,225.35,933.76,4.47
2025-06-14,Chemical_B,100.92,97.27,384.62,5.04
2025-06-14,Packaging_C,127.56,124.2,544.94,5.89
2025-06-14,Resin_D,77.53,80.34,316.95,3.81
2025-06-15,Pulp_A,215.52,211.4,901.2,1.82
2025-06-15,Chemical_B,101.04,99.17,395.19,1.13
2025-06-15,Packaging_C,112.84,116.54,578.24,5.09
2025-06-15,Resin_D,78.11,72.51,298.13,3.52
2025-06-16,Pulp_A,243.76,231.25,866.77,5.0
2025-06-16,Chemical_B,75.97,71.5,426.46,5.33
2025-06-16,Packaging_C,146.09,141.18,532.34,5.36
2025-06-16,Resin_D,104.17,100.01,286.25,4.12
2025-06-17,Pulp_A,251.12,267.44,855.41,1.06
2025-06-17,Chemical_B,102.4,103.2,376.18,2.44
2025-06-17,Packaging_C,137.5,140.17,528.68,2.67
2025-06-17,Resin_D,78.5,73.08,334.84,4.92
2025-06-18,Pulp_A,224.57,231.23,832.75,2.66
2025-06-18,Chemical_B,105.27,112.75,356.03,4.21
2025-06-18,Packaging_C,169.37,161.21,566.85,3.09
2025-06-18,Resin_D,81.4,78.51,300.1,2.38
2025-06-19,Pulp_A,237.43,221.0,861.36,3.59
2025-06-19,Chemical_B,103.81,107.77,348.08,4.52
2025-06-19,Packaging_C,124.58,122.54,552.18,2.32
2025-06-19,Resin_D,86.02,82.83,252.74,2.44
2025-06-20,Pulp_A,235.04,238.94,866.69,1.38
2025-06-20,Chemical_B,98.73,100.3,369.48,4.12
2025-06-20,Packaging_C,132.44,122.16,588.3,5.83
2025-06-20,Resin_D,99.1,102.38,247.19,4.05
2025-06-21,Pulp_A,196.76,199.83,880.31,5.33
2025-06-21,Chemical_B,96.87,92.26,386.65,3.94
2025-06-21,Packaging_C,149.31,147.11,579.93,1.08
2025-06-21,Resin_D,45.63,45.27,342.23,5.79
2025-06-22,Pulp_A,230.12,218.65,861.53,4.36
2025-06-22,Chemical_B,87.9,82.17,382.74,4.74
2025-06-22,Packaging_C,131.28,126.22,589.37,3.17
2025-06-22,Resin_D,94.5,96.58,315.04,2.21
2025-06-23,Pulp_A,223.37,212.62,883.22,5.39
2025-06-23,Chemical_B,94.16,90.71,363.58,2.24
2025-06-23,Packaging_C,149.91,155.49,532.2,4.03
2025-06-23,Resin_D,77.22,82.79,303.77,5.19
2025-06-24,Pulp_A,238.07,254.55,873.73,3.72
2025-06-24,Chemical_B,112.81,117.19,331.25,4.69
2025-06-24,Packaging_C,139.13,136.26,561.82,5.6
2025-06-24,Resin_D,101.67,97.91,332.43,2.84
2025-06-25,Pulp_A,234.79,245.59,883.25,3.27
2025-06-25,Chemical_B,85.15,87.95,407.17,3.14
2025-06-25,Packaging_C,180.12,192.69,500.71,1.32
2025-06-25,Resin_D,76.99,76.3,319.5,1.11
2025-06-26,Pulp_A,230.27,213.92,821.74,3.46
2025-06-26,Chemical_B,97.49,99.91,413.6,2.3
2025-06-26,Packaging_C,145.71,135.69,547.3,1.93
2025-06-26,Resin_D,96.75,101.61,286.75,4.43
2025-06-27,Pulp_A,224.58,217.74,860.12,2.25
2025-06-27,Chemical_B,148.78,145.38,357.33,2.77
2025-06-27,Packaging_C,156.78,151.95,556.91,5.57
2025-06-27,Resin_D,82.67,80.74,300.53,3.53
2025-06-28,Pulp_A,207.76,209.53,870.96,3.52
2025-06-28,Chemical_B,91.72,94.31,375.45,5.19
2025-06-28,Packaging_C,137.51,136.17,577.67,4.05
2025-06-28,Resin_D,73.31,69.55,278.53,4.47
2025-06-29,Pulp_A,204.6,193.64,888.02,1.01
2025-06-29,Chemical_B,100.5,100.74,397.46,1.81
2025-06-29,Packaging_C,120.22,112.63,548.32,2.11
2025-06-29,Resin_D,102.26,98.09,283.56,1.29
2025-06-30,Pulp_A,207.85,198.53,878.03,5.8
2025-06-30,Chemical_B,118.84,117.24,408.37,3.14
2025-06-30,Packaging_C,176.58,182.29,533.16,1.86
2025-06-30,Resin_D,43.98,46.59,331.1,4.16
2025-07-01,Pulp_A,212.96,216.56,889.18,1.59
2025-07-01,Chemical_B,89.74,92.5,375.06,2.03
2025-07-01,Packaging_C,161.05,153.43,533.09,3.54
2025-07-01,Resin_D,78.68,82.36,295.07,1.35
2025-07-02,Pulp_A,267.14,272.63,805.06,4.44
2025-07-02,Chemical_B,107.04,112.79,411.93,5.11
2025-07-02,Packaging_C,147.03,143.12,583.56,4.96
2025-07-02,Resin_D,63.04,66.62,306.89,5.41
2025-07-03,Pulp_A,215.48,211.62,882.93,5.02
2025-07-03,Chemical_B,101.84,94.79,374.61,5.39
2025-07-03,Packaging_C,160.21,172.21,483.62,1.33
2025-07-03,Resin_D,73.38,71.92,306.9,5.02
2025-07-04,Pulp_A,198.99,190.08,916.5,2.75
2025-07-04,Chemical_B,92.77,90.84,377.61,3.32
2025-07-04,Packaging_C,160.6,165.96,571.28,1.04
2025-07-04,Resin_D,91.91,91.68,254.65,1.03
2025-07-05,Pulp_A,217.78,219.46,898.93,1.33
2025-07-05,Chemical_B,90.65,94.74,420.74,4.76
2025-07-05,Packaging_C,130.05,122.57,605.21,4.36
2025-07-05,Resin_D,84.85,80.36,307.6,1.97
2025-07-06,Pulp_A,212.9,226.81,898.68,4.79
2025-07-06,Chemical_B,108.95,115.74,392.84,3.89
2025-07-06,Packaging_C,112.96,112.49,596.98,4.58
2025-07-06,Resin_D,50.74,49.23,307.96,2.21
2025-07-07,Pulp_A,220.55,234.94,844.31,3.54
2025-07-07,Chemical_B,87.49,92.0,425.49,4.3
2025-07-07,Packaging_C,136.24,140.43,585.12,2.32
2025-07-07,Resin_D,83.69,81.34,305.14,2.35
2025-07-08,Pulp_A,234.73,224.16,841.57,3.98
2025-07-08,Chemical_B,113.49,119.21,330.7,4.89
2025-07-08,Packaging_C,135.32,126.4,579.24,4.49
2025-07-08,Resin_D,65.64,60.71,260.3,2.3
2025-07-09,Pulp_A,230.67,213.65,830.21,4.33
2025-07-09,Chemical_B,110.61,117.48,356.84,2.63
2025-07-09,Packaging_C,150.45,144.41,557.45,3.88
2025-07-09,Resin_D,91.78,97.03,298.53,5.99
2025-07-10,Pulp_A,209.83,193.8,884.06,2.8
2025-07-10,Chemical_B,105.09,101.94,405.69,4.27
2025-07-10,Packaging_C,154.42,160.9,578.81,1.19
2025-07-10,Resin_D,85.89,86.76,316.39,4.12
2025-07-11,Pulp_A,228.48,231.44,897.64,5.95
2025-07-11,Chemical_B,94.47,97.61,419.61,2.95
2025-07-11,Packaging_C,152.24,162.67,512.78,5.65
2025-07-11,Resin_D,85.26,81.32,237.24,5.98
2025-07-12,Pulp_A,215.79,219.0,906.34,1.27
2025-07-12,Chemical_B,110.72,113.86,351.64,2.87
2025-07-12,Packaging_C,155.84,160.76,544.25,4.24
2025-07-12,Resin_D,50.27,51.36,312.6,4.0
2025-07-13,Pulp_A,214.51,212.97,863.49,4.34
2025-07-13,Chemical_B,76.04,70.19,407.52,4.9
2025-07-13,Packaging_C,149.38,157.46,571.97,5.01
2025-07-13,Resin_D,61.72,61.61,327.23,3.01
2025-07-14,Pulp_A,227.35,219.24,843.88,5.61
2025-07-14,Chemical_B,125.06,122.16,389.26,1.26
2025-07-14,Packaging_C,142.62,133.14,546.09,4.03
2025-07-14,Resin_D,61.77,65.36,328.8,5.43
2025-07-15,Pulp_A,232.84,224.88,847.06,5.01
2025-07-15,Chemical_B,102.19,109.93,393.32,3.33
2025-07-15,Packaging_C,135.65,145.96,559.44,5.08
2025-07-15,Resin_D,75.31,70.14,281.03,2.05
2025-07-16,Pulp_A,220.41,212.25,840.88,1.5
2025-07-16,Chemical_B,94.22,101.35,374.75,4.8
2025-07-16,Packaging_C,142.13,137.09,569.85,4.99
2025-07-16,Resin_D,60.01,57.44,288.94,1.65
2025-07-17,Pulp_A,211.18,217.06,856.42,1.31
2025-07-17,Chemical_B,106.65,100.63,354.41,2.71
2025-07-17,Packaging_C,142.26,137.76,536.53,3.82
2025-07-17,Resin_D,72.33,73.27,310.2,3.53
2025-07-18,Pulp_A,227.64,219.4,847.26,3.44
2025-07-18,Chemical_B,96.19,93.21,357.99,5.11
2025-07-18,Packaging_C,140.64,139.71,543.47,4.63
2025-07-18,Resin_D,104.88,109.53,290.47,5.31
2025-07-19,Pulp_A,209.97,221.4,841.84,5.95
2025-07-19,Chemical_B,74.88,71.23,421.25,3.45
2025-07-19,Packaging_C,123.28,122.95,619.32,5.19
2025-07-19,Resin_D,73.34,72.24,292.5,2.64
2025-07-20,Pulp_A,227.18,213.59,865.97,1.98
2025-07-20,Chemical_B,107.3,107.12,408.35,4.22
2025-07-20,Packaging_C,128.17,125.55,533.91,4.31
2025-07-20,Resin_D,61.99,58.87,285.58,2.39
2025-07-21,Pulp_A,212.29,223.36,874.23,2.43
2025-07-21,Chemical_B,79.84,78.24,400.67,4.99
2025-07-21,Packaging_C,130.64,131.83,563.59,5.23
2025-07-21,Resin_D,68.44,70.34,318.65,2.1
2025-07-22,Pulp_A,227.22,218.12,865.09,2.32
2025-07-22,Chemical_B,104.11,108.28,401.61,1.76
2025-07-22,Packaging_C,109.78,102.65,575.6,3.43
2025-07-22,Resin_D,62.04,59.44,296.27,5.54
2025-07-23,Pulp_A,187.19,195.0,859.79,1.77
2025-07-23,Chemical_B,54.55,55.4,407.95,6.0
2025-07-23,Packaging_C,132.87,139.84,601.84,1.85
2025-07-23,Resin_D,77.88,79.32,243.85,5.55
2025-07-24,Pulp_A,228.07,211.66,970.09,1.17
2025-07-24,Chemical_B,64.18,67.67,453.93,1.8
2025-07-24,Packaging_C,139.76,133.89,549.63,1.25
2025-07-24,Resin_D,66.9,68.06,316.34,2.41
2025-07-25,Pulp_A,213.89,224.2,857.86,2.96
2025-07-25,Chemical_B,87.1,90.9,396.86,2.18
2025-07-25,Packaging_C,150.41,160.74,595.8,2.94
2025-07-25,Resin_D,76.6,79.97,330.8,2.17
2025-07-26,Pulp_A,198.89,213.58,899.5,4.34
2025-07-26,Chemical_B,75.07,76.41,405.3,4.39
2025-07-26,Packaging_C,134.85,144.5,553.76,5.42
2025-07-26,Resin_D,43.47,41.96,355.41,5.82
2025-07-27,Pulp_A,214.64,231.47,922.18,2.56
2025-07-27,Chemical_B,67.44,66.82,401.82,2.31
2025-07-27,Packaging_C,136.45,145.96,551.89,1.93
2025-07-27,Resin_D,66.11,61.47,304.13,1.46
2025-07-28,Pulp_A,224.05,211.52,847.26,5.84
2025-07-28,Chemical_B,95.47,91.6,304.75,3.35
2025-07-28,Packaging_C,157.28,163.67,562.16,3.89
2025-07-28,Resin_D,59.96,59.02,358.73,5.42
2025-07-29,Pulp_A,235.92,227.3,836.43,1.95
2025-07-29,Chemical_B,85.95,84.98,362.64,5.15
2025-07-29,Packaging_C,144.17,144.9,541.57,2.44
2025-07-29,Resin_D,45.2,45.89,328.09,3.17
2025-07-30,Pulp_A,232.25,226.45,870.4,4.67
2025-07-30,Chemical_B,101.73,106.95,378.27,3.83
2025-07-30,Packaging_C,149.56,147.16,557.65,2.63
2025-07-30,Resin_D,71.74,72.62,305.6,3.32
2025-07-31,Pulp_A,241.02,222.99,874.03,4.29
2025-07-31,Chemical_B,79.0,74.86,397.94,3.84
2025-07-31,Packaging_C,143.29,150.59,552.83,5.92
2025-07-31,Resin_D,44.66,41.44,308.83,1.26
2025-08-01,Pulp_A,211.77,202.5,935.42,4.07
2025-08-01,Chemical_B,100.27,98.01,336.05,5.12
2025-08-01,Packaging_C,136.57,133.31,596.57,2.81
2025-08-01,Resin_D,64.22,61.23,336.74,1.42
2025-08-02,Pulp_A,176.89,186.54,852.31,2.11
2025-08-02,Chemical_B,92.68,97.48,370.74,2.92
2025-08-02,Packaging_C,91.63,97.97,598.65,1.59
2025-08-02,Resin_D,57.54,57.83,328.7,1.16
2025-08-03,Pulp_A,162.06,153.28,921.48,4.28
2025-08-03,Chemical_B,75.27,77.86,410.9,1.34
2025-08-03,Packaging_C,104.94,106.84,589.89,5.69
2025-08-03,Resin_D,45.59,44.53,335.02,3.75
2025-08-04,Pulp_A,234.48,246.29,857.11,4.06
2025-08-04,Chemical_B,71.52,67.01,385.74,2.77
2025-08-04,Packaging_C,163.12,167.25,515.46,1.35
2025-08-04,Resin_D,54.06,51.09,311.05,5.14
2025-08-05,Pulp_A,215.41,203.97,871.36,5.4
2025-08-05,Chemical_B,69.09,69.12,413.95,4.66
2025-08-05,Packaging_C,140.19,143.1,577.13,3.02
2025-08-05,Resin_D,74.84,76.97,340.95,3.14
2025-08-06,Pulp_A,228.15,215.25,885.67,5.16
2025-08-06,Chemical_B,109.53,108.33,368.98,2.9
2025-08-06,Packaging_C,133.74,141.1,574.01,3.42
2025-08-06,Resin_D,42.26,42.75,336.33,2.63
2025-08-07,Pulp_A,214.83,222.68,895.66,2.73
2025-08-07,Chemical_B,106.87,114.51,382.72,3.0
2025-08-07,Packaging_C,125.64,135.5,595.75,1.13
2025-08-07,Resin_D,95.99,98.87,305.78,1.6
2025-08-08,Pulp_A,196.57,190.51,917.74,3.73
2025-08-08,Chemical_B,73.54,69.67,394.38,3.09
2025-08-08,Packaging_C,141.8,132.37,564.48,2.97
2025-08-08,Resin_D,86.7,82.02,329.69,2.17
2025-08-09,Pulp_A,205.06,219.05,885.99,3.1
2025-08-09,Chemical_B,44.05,40.73,463.9,3.92
2025-08-09,Packaging_C,116.36,118.0,582.7,2.99
2025-08-09,Resin_D,53.31,51.4,332.76,4.55
2025-08-10,Pulp_A,204.53,200.43,888.78,3.75
2025-08-10,Chemical_B,70.94,74.71,388.99,5.03
2025-08-10,Packaging_C,106.81,112.23,575.39,5.65
2025-08-10,Resin_D,50.76,49.44,301.82,5.35
2025-08-11,Pulp_A,171.55,167.01,919.08,2.97
2025-08-11,Chemical_B,71.6,72.42,406.14,5.03
2025-08-11,Packaging_C,126.06,118.99,585.34,2.34
2025-08-11,Resin_D,52.84,54.36,278.36,1.28
2025-08-12,Pulp_A,213.45,220.18,876.15,1.97
2025-08-12,Chemical_B,70.14,74.47,424.26,5.48
2025-08-12,Packaging_C,119.86,118.16,561.33,2.2
2025-08-12,Resin_D,84.53,86.87,303.36,5.12
2025-08-13,Pulp_A,198.08,205.63,893.65,2.8
2025-08-13,Chemical_B,71.69,66.88,425.66,5.96
2025-08-13,Packaging_C,148.03,156.7,597.71,2.45
2025-08-13,Resin_D,103.86,102.39,255.7,3.14
2025-08-14,Pulp_A,225.08,237.7,827.85,2.01
2025-08-14,Chemical_B,92.16,96.93,393.47,3.78
2025-08-14,Packaging_C,120.1,125.2,562.98,2.27
2025-08-14,Resin_D,82.89,80.56,303.39,4.38
2025-08-15,Pulp_A,239.14,246.13,898.94,3.88
2025-08-15,Chemical_B,64.29,67.05,397.6,2.13
2025-08-15,Packaging_C,118.38,120.76,600.56,4.74
2025-08-15,Resin_D,73.39,77.49,276.91,1.22
2025-08-16,Pulp_A,183.19,182.56,948.05,5.64
2025-08-16,Chemical_B,64.62,59.59,359.74,1.41
2025-08-16,Packaging_C,99.83,100.59,647.96,1.87
2025-08-16,Resin_D,66.0,70.91,277.63,1.25
2025-08-17,Pulp_A,198.42,200.45,925.03,3.5
2025-08-17,Chemical_B,45.62,48.66,455.85,3.03
2025-08-17,Packaging_C,122.27,118.22,559.41,3.63
2025-08-17,Resin_D,59.7,62.49,322.76,4.38
2025-08-18,Pulp_A,218.92,211.77,884.78,1.01
2025-08-18,Chemical_B,75.19,77.14,382.0,4.17
2025-08-18,Packaging_C,129.84,134.59,571.31,2.62
2025-08-18,Resin_D,78.39,76.42,345.14,1.67
2025-08-19,Pulp_A,216.65,202.9,899.51,3.01
2025-08-19,Chemical_B,101.4,95.2,391.63,1.0
2025-08-19,Packaging_C,119.43,114.74,614.45,1.06
2025-08-19,Resin_D,85.73,92.01,292.63,3.83
2025-08-20,Pulp_A,200.02,201.59,900.73,2.9
2025-08-20,Chemical_B,64.52,61.84,448.06,1.47
2025-08-20,Packaging_C,123.53,117.14,569.27,5.94
2025-08-20,Resin_D,89.22,94.56,223.58,5.98
2025-08-21,Pulp_A,231.88,225.46,876.57,2.53
2025-08-21,Chemical_B,112.87,116.16,338.49,2.58
2025-08-21,Packaging_C,137.8,129.61,538.75,3.89
2025-08-21,Resin_D,84.23,87.65,317.3,5.36
2025-08-22,Pulp_A,238.92,243.48,861.07,1.93
2025-08-22,Chemical_B,118.79,125.44,330.84,1.98
2025-08-22,Packaging_C,131.69,133.5,543.75,3.71
2025-08-22,Resin_D,70.44,70.94,281.95,2.17
2025-08-23,Pulp_A,210.85,195.38,901.03,3.49
