date,material,material_demand,production_volume,ending_inventory,waste_percent,month,week,day_of_week,inventory_doh
2025-03-21,Packaging_C,178.62,173.36,519.37,3.54,3,12,4,87.23043332213638
2025-03-21,Resin_D,116.37,115.53,267.29,3.58,3,12,4,68.9069347770044
2025-03-22,Pulp_A,261.02,245.97,835.5,1.15,3,12,5,96.02712435828673
2025-03-22,Chemical_B,121.31,115.53,327.69,4.37,3,12,5,81.03783694666556
2025-03-22,Packaging_C,140.33,148.6,607.52,1.89,3,12,5,129.87671916197533
2025-03-22,Resin_D,97.74,104.69,289.65,4.42,3,12,5,88.90423572744014
2025-03-23,Pulp_A,265.8,281.49,832.76,3.85,3,12,6,93.99097065462753
2025-03-23,Chemical_B,121.33,115.81,383.35,4.29,3,12,6,94.78694469628287
2025-03-23,Packaging_C,174.25,163.28,497.09,4.29,3,12,6,85.58220946915351
2025-03-23,Resin_D,83.78,88.76,299.43,4.91,3,12,6,107.2201002625925
2025-03-24,Pulp_A,272.0,288.48,839.33,3.02,3,13,0,92.57316176470589
2025-03-24,Chemical_B,140.64,147.57,303.67,4.81,3,13,0,64.77602389078498
2025-03-24,Packaging_C,163.34,171.64,571.06,1.6,3,13,0,104.884290437125
2025-03-24,Resin_D,100.2,97.39,275.19,2.83,3,13,0,82.39221556886227
2025-03-25,Pulp_A,271.76,266.92,807.06,3.24,3,13,1,89.09258168972623
2025-03-25,Chemical_B,113.26,108.32,328.66,1.37,3,13,1,87.05456471834717
2025-03-25,Packaging_C,192.47,196.15,532.77,3.32,3,13,1,83.04203252454928
2025-03-25,Resin_D,117.57,117.93,249.31,3.4,3,13,1,63.615718295483546
2025-03-26,Pulp_A,227.04,229.95,831.82,3.67,3,13,2,109.91279069767442
2025-03-26,Chemical_B,143.65,150.84,345.45,4.59,3,13,2,72.14410024364776
2025-03-26,Packaging_C,179.27,171.91,527.76,5.64,3,13,2,88.31817928264628
2025-03-26,Resin_D,91.57,91.37,276.41,2.28,3,13,2,90.55695096647376
2025-03-27,Pulp_A,233.09,244.39,839.32,3.7,3,13,3,108.0252263074349
2025-03-27,Chemical_B,136.69,141.42,299.04,2.36,3,13,3,65.63172141341724
2025-03-27,Packaging_C,153.18,145.37,541.2,4.41,3,13,3,105.99294947121035
2025-03-27,Resin_D,104.5,107.99,237.15,1.53,3,13,3,68.08133971291866
2025-03-28,Pulp_A,224.05,240.65,886.96,3.42,3,13,4,118.76277616603437
2025-03-28,Chemical_B,126.31,117.08,382.8,4.17,3,13,4,90.91916712849338
2025-03-28,Packaging_C,169.78,178.45,543.8,5.42,3,13,4,96.089056425963
2025-03-28,Resin_D,92.42,94.06,266.01,3.06,3,13,4,86.34819303181129
2025-03-29,Pulp_A,211.31,220.8,871.37,2.37,3,13,5,123.70971558373952
2025-03-29,Chemical_B,100.54,103.24,405.65,1.48,3,13,5,121.04137656654066
2025-03-29,Packaging_C,137.44,139.34,616.19,1.84,3,13,5,134.50014551804426
2025-03-29,Resin_D,94.48,90.19,290.87,1.48,3,13,5,92.35922946655377
2025-03-30,Pulp_A,230.64,234.59,865.68,3.73,3,13,6,112.60145681581686
2025-03-30,Chemical_B,96.62,98.08,344.13,3.48,3,13,6,106.85054854067481
2025-03-30,Packaging_C,137.93,136.35,603.05,4.59,3,13,6,131.1643587326905
2025-03-30,Resin_D,93.52,90.14,322.19,1.4,3,13,6,103.3543627031651
2025-03-31,Pulp_A,239.27,228.81,835.36,2.77,3,14,0,104.73857984703473
2025-03-31,Chemical_B,123.51,114.96,332.24,5.0,3,14,0,80.69953849890697
2025-03-31,Packaging_C,171.5,181.93,489.6,4.25,3,14,0,85.64431486880467
2025-03-31,Resin_D,73.09,71.14,311.26,4.35,3,14,0,127.75755917362156
2025-04-01,Pulp_A,273.09,271.57,837.39,1.3,4,14,1,91.99055256508844
2025-04-01,Chemical_B,131.37,124.55,345.53,4.45,4,14,1,78.90614295501254
2025-04-01,Packaging_C,170.54,159.53,494.12,3.25,4,14,1,86.92154333294242
2025-04-01,Resin_D,91.97,94.39,313.94,4.98,4,14,1,102.40513210829619
2025-04-02,Pulp_A,231.61,249.86,860.48,5.64,4,14,2,111.45632744700143
2025-04-02,Chemical_B,141.19,141.67,337.35,4.12,4,14,2,71.68000566612366
2025-04-02,Packaging_C,170.88,160.7,521.39,5.13,4,14,2,91.53616573033707
2025-04-02,Resin_D,113.62,105.19,285.3,2.52,4,14,2,75.33004752684386
2025-04-03,Pulp_A,236.2,220.62,830.52,5.68,4,14,3,105.48518204911092
2025-04-03,Chemical_B,95.45,93.87,392.25,3.24,4,14,3,123.28444211629126
2025-04-03,Packaging_C,173.82,185.48,588.51,3.48,4,14,3,101.57231618916121
2025-04-03,Resin_D,104.22,102.23,268.31,5.39,4,14,3,77.23373632700059
2025-04-04,Pulp_A,251.99,263.68,856.05,2.52,4,14,4,101.91475852216357
2025-04-04,Chemical_B,120.35,114.07,335.75,4.47,4,14,4,83.69339426672207
2025-04-04,Packaging_C,168.4,172.2,531.37,5.11,4,14,4,94.66211401425178
2025-04-04,Resin_D,102.6,104.35,292.84,4.82,4,14,4,85.62573099415204
2025-04-05,Pulp_A,230.11,226.38,837.09,1.73,4,14,5,109.13345791143367
2025-04-05,Chemical_B,95.82,88.55,374.51,1.68,4,14,5,117.25422667501566
2025-04-05,Packaging_C,150.81,162.05,562.43,3.16,4,14,5,111.88183807439823
2025-04-05,Resin_D,85.93,85.09,239.69,1.53,4,14,5,83.68090306063074
2025-04-06,Pulp_A,211.79,215.84,903.21,4.25,4,14,6,127.93946834128147
2025-04-06,Chemical_B,101.73,94.54,410.54,5.97,4,14,6,121.06753170156297
2025-04-06,Packaging_C,152.16,163.94,539.41,2.2,4,14,6,106.35055205047318
2025-04-06,Resin_D,75.73,78.06,291.71,1.31,4,14,6,115.55922355737488
2025-04-07,Pulp_A,250.31,262.89,849.77,4.08,4,15,0,101.84611082257999
2025-04-07,Chemical_B,137.15,137.74,300.73,3.13,4,15,0,65.7812613926358
2025-04-07,Packaging_C,147.4,144.28,546.98,3.07,4,15,0,111.325644504749
2025-04-07,Resin_D,111.02,115.81,282.95,1.06,4,15,0,76.45919654116376
2025-04-08,Pulp_A,239.22,220.81,796.01,2.3,4,15,1,99.82568347128166
2025-04-08,Chemical_B,114.67,115.32,370.12,2.08,4,15,1,96.83090607831167
2025-04-08,Packaging_C,167.64,157.17,546.85,3.74,4,15,1,97.861488904796
2025-04-08,Resin_D,120.81,113.04,250.22,3.44,4,15,1,62.135584802582564
2025-04-09,Pulp_A,241.17,250.33,836.71,3.38,4,15,2,104.08135340216445
2025-04-09,Chemical_B,102.24,101.58,332.42,4.93,4,15,2,97.54107981220658
2025-04-09,Packaging_C,157.79,162.54,568.21,3.19,4,15,2,108.03156093542052
2025-04-09,Resin_D,112.99,104.65,249.81,5.51,4,15,2,66.32710859368086
2025-04-10,Pulp_A,280.13,287.28,804.72,5.48,4,15,3,86.17998786277799
2025-04-10,Chemical_B,142.3,132.43,371.74,3.59,4,15,3,78.37104708362614
2025-04-10,Packaging_C,174.67,175.01,508.38,4.4,4,15,3,87.31550924600676
2025-04-10,Resin_D,97.29,90.62,282.32,1.06,4,15,3,87.05519580635213
2025-04-11,Pulp_A,227.51,222.04,848.2,4.87,4,15,4,111.84563315898203
2025-04-11,Chemical_B,107.02,101.44,381.4,1.49,4,15,4,106.91459540272847
2025-04-11,Packaging_C,185.5,178.53,532.47,1.1,4,15,4,86.11374663072776
2025-04-11,Resin_D,117.66,120.01,238.42,2.91,4,15,4,60.790413054564
2025-04-12,Pulp_A,224.82,228.96,868.91,4.87,4,15,5,115.94742460635175
2025-04-12,Chemical_B,111.5,103.33,417.63,5.84,4,15,5,112.36681614349776
2025-04-12,Packaging_C,140.01,150.76,583.19,4.01,4,15,5,124.96035997428757
2025-04-12,Resin_D,107.59,112.95,280.11,4.28,4,15,5,78.10484245747746
2025-04-13,Pulp_A,224.12,239.47,854.9,2.12,4,15,6,114.43423166160984
2025-04-13,Chemical_B,88.92,88.06,336.92,4.06,4,15,6,113.67071524966262
2025-04-13,Packaging_C,146.27,155.33,546.81,4.23,4,15,6,112.15081698229301
2025-04-13,Resin_D,97.5,103.14,262.92,5.23,4,15,6,80.89846153846155
2025-04-14,Pulp_A,245.01,255.01,862.05,3.3,4,16,0,105.55283457818048
2025-04-14,Chemical_B,129.88,135.63,363.49,4.28,4,16,0,83.95980905451185
2025-04-14,Packaging_C,170.24,183.44,497.34,5.69,4,16,0,87.64215225563909
2025-04-14,Resin_D,108.52,114.03,250.2,2.07,4,16,0,69.16697382970881
2025-04-15,Pulp_A,266.02,275.93,834.52,3.71,4,16,1,94.11172092323886
2025-04-15,Chemical_B,126.05,121.97,413.99,3.83,4,16,1,98.52994843316145
2025-04-15,Packaging_C,178.74,182.64,530.79,4.81,4,16,1,89.08862034239677
2025-04-15,Resin_D,100.37,92.49,244.03,2.23,4,16,1,72.93912523662449
2025-04-16,Pulp_A,244.22,255.95,834.51,2.02,4,16,2,102.51126033903857
2025-04-16,Chemical_B,147.41,150.14,337.46,1.94,4,16,2,68.67783732446917
2025-04-16,Packaging_C,185.31,186.92,499.45,1.03,4,16,2,80.85640278452323
2025-04-16,Resin_D,90.59,97.22,300.62,2.84,4,16,2,99.55403466166244
2025-04-17,Pulp_A,233.96,226.68,855.11,5.38,4,16,3,109.64823046674645
2025-04-17,Chemical_B,148.17,157.33,316.84,3.97,4,16,3,64.15063778092733
2025-04-17,Packaging_C,145.99,150.56,509.99,1.02,4,16,3,104.79964381121995
2025-04-17,Resin_D,79.38,83.12,327.18,1.46,4,16,3,123.65079365079366
2025-04-18,Pulp_A,238.9,244.34,925.06,1.32,4,16,4,116.1649225617413
2025-04-18,Chemical_B,145.31,146.72,379.85,4.02,4,16,4,78.42199435689217
2025-04-18,Packaging_C,182.54,175.81,532.28,5.13,4,16,4,87.47890873233264
2025-04-18,Resin_D,89.9,83.55,285.01,2.67,4,16,4,95.10901001112346
2025-04-19,Pulp_A,239.52,250.58,884.36,3.59,4,16,5,110.76653306613227
2025-04-19,Chemical_B,86.95,84.56,383.21,3.17,4,16,5,132.21736630247267
2025-04-19,Packaging_C,147.83,150.16,549.12,4.68,4,16,5,111.43610904417235
2025-04-19,Resin_D,68.71,70.21,352.64,4.93,4,16,5,153.9688546063164
2025-04-20,Pulp_A,225.57,237.83,850.44,2.92,4,16,6,113.1054661524139
2025-04-20,Chemical_B,132.24,125.56,381.35,2.81,4,16,6,86.51315789473684
2025-04-20,Packaging_C,151.08,146.22,504.71,5.7,4,16,6,100.22041302621126
2025-04-20,Resin_D,76.98,81.57,258.16,5.21,4,16,6,100.60795011691349
2025-04-21,Pulp_A,254.56,252.86,832.12,3.41,4,17,0,98.0656819610308
2025-04-21,Chemical_B,121.44,120.22,397.86,4.65,4,17,0,98.28557312252964
2025-04-21,Packaging_C,157.82,160.61,553.9,1.68,4,17,0,105.29083766316056
2025-04-21,Resin_D,113.35,121.63,292.33,1.34,4,17,0,77.37009263343626
2025-04-22,Pulp_A,245.24,235.89,849.67,2.23,4,17,1,103.93940629587343
2025-04-22,Chemical_B,118.34,114.02,365.84,4.8,4,17,1,92.74294405948959
2025-04-22,Packaging_C,189.13,175.98,504.09,3.44,4,17,1,79.95928726272933
2025-04-22,Resin_D,65.37,63.78,331.73,5.5,4,17,1,152.23955943093162
2025-04-23,Pulp_A,247.62,264.93,865.28,1.26,4,17,2,104.83159680155076
2025-04-23,Chemical_B,98.18,101.8,363.6,5.91,4,17,2,111.10205744550825
2025-04-23,Packaging_C,178.53,169.9,490.11,3.83,4,17,2,82.35758696017477
2025-04-23,Resin_D,108.61,110.5,265.5,2.75,4,17,2,73.33578860141792
2025-04-24,Pulp_A,235.47,248.68,844.28,3.81,4,17,3,107.56529494203083
2025-04-24,Chemical_B,106.25,112.37,370.29,4.61,4,17,3,104.55247058823531
2025-04-24,Packaging_C,169.13,170.31,521.69,1.41,4,17,3,92.53651037663337
2025-04-24,Resin_D,85.4,80.84,216.56,5.73,4,17,3,76.07494145199064
2025-04-25,Pulp_A,252.9,251.37,869.7,3.06,4,17,4,103.16725978647688
2025-04-25,Chemical_B,130.64,121.49,395.8,3.56,4,17,4,90.89099816289041
2025-04-25,Packaging_C,163.61,151.88,570.76,4.93,4,17,4,104.65619460913146
2025-04-25,Resin_D,91.66,86.74,263.36,2.65,4,17,4,86.19681431376829
2025-04-26,Pulp_A,230.05,219.19,910.56,5.39,4,17,5,118.74288198217778
2025-04-26,Chemical_B,98.83,106.5,337.09,4.86,4,17,5,102.32419305878781
2025-04-26,Packaging_C,161.46,162.46,536.6,3.49,4,17,5,99.702712746191
2025-04-26,Resin_D,87.69,92.21,268.51,2.9,4,17,5,91.86110160793704
2025-04-27,Pulp_A,229.77,221.94,834.28,4.96,4,17,6,108.92805849327587
2025-04-27,Chemical_B,131.17,137.42,370.83,2.98,4,17,6,84.81283830144089
2025-04-27,Packaging_C,149.08,140.93,572.23,4.48,4,17,6,115.15226723906626
2025-04-27,Resin_D,73.41,77.61,327.34,5.53,4,17,6,133.77196567225172
2025-04-28,Pulp_A,240.9,228.72,849.01,5.47,4,18,0,105.72976338729764
2025-04-28,Chemical_B,106.59,105.57,379.0,4.08,4,18,0,106.67041936391782
2025-04-28,Packaging_C,166.28,178.71,569.03,3.09,4,18,0,102.66357950445033
2025-04-28,Resin_D,84.98,90.17,300.73,3.14,4,18,0,106.16497999529301
2025-04-29,Pulp_A,263.57,272.82,901.17,5.45,4,18,1,102.57275107182153
2025-04-29,Chemical_B,123.68,117.49,342.49,5.29,4,18,1,83.07487063389392
2025-04-29,Packaging_C,168.29,173.95,564.65,2.57,4,18,1,100.65660467050924
2025-04-29,Resin_D,120.52,119.73,251.53,2.79,4,18,1,62.61118486558248
2025-04-30,Pulp_A,265.06,258.07,834.37,1.87,4,18,2,94.43559948690863
2025-04-30,Chemical_B,133.21,124.7,355.46,2.2,4,18,2,80.0525486074619
2025-04-30,Packaging_C,159.72,158.46,517.22,4.74,4,18,2,97.14876033057853
2025-04-30,Resin_D,118.86,116.05,294.18,5.21,4,18,2,74.25037859666834
2025-05-01,Pulp_A,251.49,256.89,847.91,1.63,5,18,3,101.14636764881305
2025-05-01,Chemical_B,102.75,105.81,401.94,1.35,5,18,3,117.35474452554745
2025-05-01,Packaging_C,169.68,162.28,523.84,5.19,5,18,3,92.61669024045261
2025-05-01,Resin_D,113.5,117.03,227.85,3.56,5,18,3,60.22466960352423
2025-05-02,Pulp_A,230.26,213.06,852.8,2.52,5,18,4,111.10918092590984
2025-05-02,Chemical_B,127.97,135.57,351.52,4.83,5,18,4,82.406814097054
2025-05-02,Packaging_C,174.78,168.08,552.96,5.54,5,18,4,94.91246138002062
2025-05-02,Resin_D,110.35,103.48,312.15,3.24,5,18,4,84.86180335296783
2025-05-03,Pulp_A,243.69,245.51,853.3,2.9,5,18,5,105.04739628216177
2025-05-03,Chemical_B,94.06,97.67,378.68,5.59,5,18,5,120.77822666383159
2025-05-03,Packaging_C,157.73,152.48,531.38,5.55,5,18,5,101.06764724529259
2025-05-03,Resin_D,93.17,85.98,297.22,5.81,5,18,5,95.70247933884299
2025-05-04,Pulp_A,212.87,224.09,914.28,2.41,5,18,6,128.85047211913374
2025-05-04,Chemical_B,107.41,100.48,413.54,2.21,5,18,6,115.5032119914347
2025-05-04,Packaging_C,146.61,141.95,545.81,3.99,5,18,6,111.68610599549824
2025-05-04,Resin_D,66.1,68.67,282.21,1.24,5,18,6,128.08320726172465
2025-05-05,Pulp_A,258.97,275.23,883.79,1.93,5,19,0,102.38135691392824
2025-05-05,Chemical_B,118.15,123.72,352.63,1.17,5,19,0,89.53787558188743
2025-05-05,Packaging_C,165.77,154.2,563.28,5.16,5,19,0,101.93883091029738
2025-05-05,Resin_D,85.81,80.23,295.15,5.55,5,19,0,103.18727421046496
2025-05-06,Pulp_A,259.16,274.87,853.37,3.86,5,19,1,98.78492051242475
2025-05-06,Chemical_B,78.98,76.67,412.97,3.17,5,19,1,156.86376297796912
2025-05-06,Packaging_C,172.2,183.01,562.15,3.22,5,19,1,97.93554006968643
2025-05-06,Resin_D,123.71,125.53,284.16,4.51,5,19,1,68.9095465200873
2025-05-07,Pulp_A,245.46,229.92,814.49,2.92,5,19,2,99.54656563187484
2025-05-07,Chemical_B,151.89,162.84,318.71,4.0,5,19,2,62.948844558562115
2025-05-07,Packaging_C,164.98,168.52,577.39,1.35,5,19,2,104.9927263910777
2025-05-07,Resin_D,88.19,87.81,253.81,1.23,5,19,2,86.33972105680917
2025-05-08,Pulp_A,237.69,255.62,845.0,2.66,5,19,3,106.65152088855231
2025-05-08,Chemical_B,98.03,99.77,374.89,2.4,5,19,3,114.72712434968888
2025-05-08,Packaging_C,165.37,152.28,498.2,1.04,5,19,3,90.37914978532986
2025-05-08,Resin_D,94.49,99.07,261.7,3.86,5,19,3,83.08815747698169
2025-05-09,Pulp_A,215.8,230.7,887.08,2.99,5,19,4,123.3197405004634
2025-05-09,Chemical_B,122.12,114.58,334.08,2.73,5,19,4,82.07009498853586
2025-05-09,Packaging_C,180.06,179.88,520.47,4.51,5,19,4,86.71609463512164
2025-05-09,Resin_D,88.3,87.19,248.86,3.06,5,19,4,84.55039637599094
2025-05-10,Pulp_A,229.72,233.69,883.0,2.55,5,19,5,115.31429566428696
2025-05-10,Chemical_B,93.47,89.84,385.2,1.3,5,19,5,123.63325131058093
2025-05-10,Packaging_C,169.9,159.42,552.52,2.92,5,19,5,97.56091818716892
2025-05-10,Resin_D,48.44,45.5,308.59,3.09,5,19,5,191.11684558216348
2025-05-11,Pulp_A,223.53,208.51,878.39,2.77,5,19,6,117.88887397664743
2025-05-11,Chemical_B,103.03,105.97,383.02,2.81,5,19,6,111.52673978452877
2025-05-11,Packaging_C,144.02,147.15,556.45,5.57,5,19,6,115.91098458547424
2025-05-11,Resin_D,94.79,98.19,287.38,1.6,5,19,6,90.95263213419136
2025-05-12,Pulp_A,226.12,208.46,876.59,3.11,5,20,0,116.2997523438882
2025-05-12,Chemical_B,116.35,117.79,311.6,1.22,5,20,0,80.34379028792438
2025-05-12,Packaging_C,165.68,161.52,508.63,4.65,5,20,0,92.09862385321101
2025-05-12,Resin_D,112.82,116.29,272.86,3.15,5,20,0,72.55628434674703
2025-05-13,Pulp_A,225.15,218.17,897.83,4.94,5,20,1,119.6309127248501
2025-05-13,Chemical_B,138.94,146.11,329.81,5.29,5,20,1,71.21275370663597
2025-05-13,Packaging_C,161.04,156.37,559.23,3.91,5,20,1,104.17846497764532
2025-05-13,Resin_D,117.62,121.49,215.82,4.44,5,20,1,55.04676075497364
2025-05-14,Pulp_A,226.46,223.94,863.27,1.71,5,20,2,114.36059348229267
2025-05-14,Chemical_B,113.2,106.95,381.29,1.13,5,20,2,101.04858657243817
2025-05-14,Packaging_C,182.48,177.83,552.41,1.36,5,20,2,90.8170758439281
2025-05-14,Resin_D,72.57,74.63,282.28,4.03,5,20,2,116.69284828441505
2025-05-15,Pulp_A,224.08,241.57,861.11,3.27,5,20,3,115.28605855051767
2025-05-15,Chemical_B,105.45,105.2,380.15,1.14,5,20,3,108.15078236130867
2025-05-15,Packaging_C,170.79,167.62,529.38,1.19,5,20,3,92.98787985245038
2025-05-15,Resin_D,96.27,91.03,269.48,1.12,5,20,3,83.97631660953569
2025-05-16,Pulp_A,238.47,230.43,901.49,5.5,5,20,4,113.40923386589509
2025-05-16,Chemical_B,127.81,129.91,338.85,5.13,5,20,4,79.53603004459745
2025-05-16,Packaging_C,160.74,157.8,550.45,2.7,5,20,4,102.73422918999627
2025-05-16,Resin_D,79.44,80.13,299.13,3.71,5,20,4,112.96450151057401
2025-05-17,Pulp_A,233.68,231.46,878.84,2.51,5,20,5,112.82608695652173
2025-05-17,Chemical_B,87.29,81.12,372.18,2.71,5,20,5,127.91155917058082
2025-05-17,Packaging_C,114.42,115.9,604.28,1.7,5,20,5,158.43733613004719
2025-05-17,Resin_D,110.22,110.03,241.79,3.01,5,20,5,65.81110506260207
2025-05-18,Pulp_A,240.38,245.02,908.58,2.01,5,20,6,113.392961144854
2025-05-18,Chemical_B,91.89,91.53,380.47,3.72,5,20,6,124.21482206986614
2025-05-18,Packaging_C,147.67,148.46,564.02,5.35,5,20,6,114.58386943861314
2025-05-18,Resin_D,83.49,78.47,281.72,4.97,5,20,6,101.22888968738772
2025-05-19,Pulp_A,250.94,268.77,839.82,1.74,5,21,0,100.40089264365984
2025-05-19,Chemical_B,122.27,121.95,352.0,5.32,5,21,0,86.36623865216325
2025-05-19,Packaging_C,135.02,130.39,596.53,2.02,5,21,0,132.54258628351354
2025-05-19,Resin_D,87.68,87.84,321.68,3.46,5,21,0,110.06386861313868
2025-05-20,Pulp_A,257.2,276.99,848.38,3.04,5,21,1,98.95567651632972
2025-05-20,Chemical_B,124.18,125.64,366.95,5.78,5,21,1,88.64954098888708
2025-05-20,Packaging_C,158.4,167.37,537.82,3.2,5,21,1,101.85984848484848
2025-05-20,Resin_D,105.26,107.4,196.23,5.63,5,21,1,55.927227816834495
2025-05-21,Pulp_A,240.82,248.06,849.46,4.61,5,21,2,105.82094510422723
2025-05-21,Chemical_B,104.51,101.16,380.67,2.79,5,21,2,109.27279686154435
2025-05-21,Packaging_C,151.7,144.68,569.86,5.79,5,21,2,112.69479235332894
2025-05-21,Resin_D,110.4,106.77,277.43,1.07,5,21,2,75.38858695652173
2025-05-22,Pulp_A,251.72,261.4,861.19,1.71,5,21,3,102.63665978070874
2025-05-22,Chemical_B,127.85,131.09,366.01,4.83,5,21,3,85.88423934298005
2025-05-22,Packaging_C,166.11,155.18,560.64,3.44,5,21,3,101.25338631027631
2025-05-22,Resin_D,93.4,92.01,262.98,1.33,5,21,3,84.46895074946467
2025-05-23,Pulp_A,228.69,239.97,863.61,5.74,5,21,4,113.29004329004329
2025-05-23,Chemical_B,87.17,81.27,393.16,3.5,5,21,4,135.30801881381208
2025-05-23,Packaging_C,170.46,158.2,552.98,1.36,5,21,4,97.32136571629708
2025-05-23,Resin_D,71.46,68.4,284.47,2.41,5,21,4,119.42485306465159
2025-05-24,Pulp_A,234.75,228.04,860.41,3.38,5,21,5,109.95654952076677
2025-05-24,Chemical_B,106.84,115.02,337.18,4.02,5,21,5,94.67802321228005
2025-05-24,Packaging_C,162.72,152.9,504.56,5.44,5,21,5,93.023598820059
2025-05-24,Resin_D,32.01,32.45,347.58,4.12,5,21,5,325.75445173383315
2025-05-25,Pulp_A,225.18,215.88,862.53,4.57,5,21,6,114.91207034372502
2025-05-25,Chemical_B,104.18,105.05,383.46,3.6,5,21,6,110.4223459397197
2025-05-25,Packaging_C,147.92,142.51,539.36,3.48,5,21,6,109.38885884261764
2025-05-25,Resin_D,66.61,67.99,298.16,1.27,5,21,6,134.28614322173848
2025-05-26,Pulp_A,227.42,209.23,900.61,3.56,5,22,0,118.8035353091197
2025-05-26,Chemical_B,109.84,115.8,369.04,1.02,5,22,0,100.79388201019665
2025-05-26,Packaging_C,172.13,167.07,506.19,1.51,5,22,0,88.22227386277814
2025-05-26,Resin_D,74.57,78.66,279.95,2.57,5,22,0,112.62572079924904
2025-05-27,Pulp_A,243.41,240.84,861.43,5.55,5,22,1,106.17024773016719
2025-05-27,Chemical_B,120.33,112.42,352.09,4.44,5,22,1,87.78110196958363
2025-05-27,Packaging_C,122.89,125.5,573.75,4.52,5,22,1,140.06428513304581
2025-05-27,Resin_D,108.96,117.08,296.95,4.81,5,22,1,81.75936123348018
2025-05-28,Pulp_A,240.52,232.75,864.41,1.53,5,22,2,107.81764510227839
2025-05-28,Chemical_B,123.43,114.51,381.67,2.8,5,22,2,92.76594020902536
2025-05-28,Packaging_C,159.2,157.49,555.83,3.29,5,22,2,104.74183417085428
2025-05-28,Resin_D,85.93,84.14,258.55,1.26,5,22,2,90.26533224717792
2025-05-29,Pulp_A,232.11,244.07,904.21,5.25,5,22,3,116.86829520485976
2025-05-29,Chemical_B,123.24,122.69,323.29,5.4,5,22,3,78.69766309639729
2025-05-29,Packaging_C,168.96,171.87,504.24,2.48,5,22,3,89.53124999999999
2025-05-29,Resin_D,99.55,103.35,252.9,2.58,5,22,3,76.21295831240583
2025-05-30,Pulp_A,220.77,228.3,920.29,2.0,5,22,4,125.05639353172985
2025-05-30,Chemical_B,108.69,106.39,381.39,1.29,5,22,4,105.26911399392769
2025-05-30,Packaging_C,159.23,153.31,515.72,5.18,5,22,4,97.16510707781198
2025-05-30,Resin_D,90.19,90.08,259.96,3.02,5,22,4,86.47078390065417
2025-05-31,Pulp_A,256.51,236.4,863.1,3.32,5,22,5,100.94343300456124
2025-05-31,Chemical_B,95.66,98.38,393.02,2.56,5,22,5,123.25527911352707
2025-05-31,Packaging_C,151.05,151.57,566.9,5.88,5,22,5,112.59185700099304
2025-05-31,Resin_D,85.41,80.22,304.38,2.33,5,22,5,106.91253951527924
2025-06-01,Pulp_A,221.55,216.17,917.17,2.86,6,22,6,124.1936357481381
2025-06-01,Chemical_B,97.5,102.91,378.78,1.12,6,22,6,116.5476923076923
2025-06-01,Packaging_C,142.62,149.02,563.47,3.29,6,22,6,118.52545225073622
2025-06-01,Resin_D,51.01,47.47,303.28,2.14,6,22,6,178.36502646539893
2025-06-02,Pulp_A,236.18,245.53,822.74,3.37,6,23,0,104.50588534168854
2025-06-02,Chemical_B,113.04,121.41,367.73,1.38,6,23,0,97.59288747346072
2025-06-02,Packaging_C,138.82,132.07,545.77,1.7,6,23,0,117.94482063103298
2025-06-02,Resin_D,111.95,113.35,276.99,1.73,6,23,0,74.2268870031264
2025-06-03,Pulp_A,244.9,240.51,883.61,4.37,6,23,1,108.24132298897509
2025-06-03,Chemical_B,100.26,106.96,343.3,2.45,6,23,1,102.72292040694195
2025-06-03,Packaging_C,172.23,177.96,525.87,1.31,6,23,1,91.59902456018116
2025-06-03,Resin_D,79.9,75.22,347.34,5.79,6,23,1,130.41551939924904
2025-06-04,Pulp_A,213.0,213.02,891.62,4.4,6,23,2,125.58028169014085
2025-06-04,Chemical_B,109.27,114.63,356.8,3.3,6,23,2,97.9591836734694
2025-06-04,Packaging_C,123.94,114.9,614.4,1.83,6,23,2,148.71712118767147
2025-06-04,Resin_D,70.76,65.66,297.57,5.22,6,23,2,126.16026003391747
2025-06-05,Pulp_A,230.37,247.35,884.34,1.98,6,23,3,115.16343273863784
2025-06-05,Chemical_B,87.84,86.95,398.72,3.97,6,23,3,136.17486338797815
2025-06-05,Packaging_C,159.66,171.95,523.79,1.95,6,23,3,98.41976700488537
2025-06-05,Resin_D,98.2,102.24,277.28,1.81,6,23,3,84.70875763747453
2025-06-06,Pulp_A,263.57,252.91,831.66,4.2,6,23,4,94.66100087263347
2025-06-06,Chemical_B,97.15,98.17,389.66,4.86,6,23,4,120.32732887287699
2025-06-06,Packaging_C,151.8,139.88,548.18,2.79,6,23,4,108.33596837944663
2025-06-06,Resin_D,72.74,70.67,317.37,5.24,6,23,4,130.8922188616992
2025-06-07,Pulp_A,211.14,208.73,895.51,1.15,6,23,5,127.23927252060246
2025-06-07,Chemical_B,124.68,117.07,344.14,2.44,6,23,5,82.80558229066409
2025-06-07,Packaging_C,149.35,161.14,546.12,1.22,6,23,5,109.69936391027787
2025-06-07,Resin_D,63.45,62.35,344.59,4.77,6,23,5,162.92671394799052
2025-06-08,Pulp_A,189.87,198.61,935.31,2.26,6,23,6,147.78164006952125
2025-06-08,Chemical_B,63.32,64.91,433.99,2.2,6,23,6,205.61749842072018
2025-06-08,Packaging_C,138.09,131.92,538.07,1.19,6,23,6,116.89550293286989
2025-06-08,Resin_D,66.77,71.58,325.39,3.91,6,23,6,146.19889171783734
2025-06-09,Pulp_A,265.2,265.91,795.69,4.79,6,24,0,90.01018099547512
