job_id,date,machine,shift,planned_units,units_produced,good_units,scrap_units,downtime_minutes
JOB1400,2025-02-03,Line_2,B,1009,881,839,42.3,31.2
JOB1401,2025-02-03,Line_2,C,1103,964,947,17.0,47.1
JOB1402,2025-02-03,Line_3,A,1181,1037,1021,15.3,24.1
JOB1403,2025-02-03,Line_3,B,1091,750,742,7.8,56.3
JOB1404,2025-02-03,Line_3,C,1052,862,849,12.6,22.6
JOB1405,2025-02-03,Line_4,A,835,594,570,24.4,57.9
JOB1406,2025-02-03,Line_4,B,914,861,825,36.4,17.6
JOB1407,2025-02-03,Line_4,C,1029,888,847,41.5,18.2
JOB1408,2025-02-04,Line_1,A,998,686,651,35.5,37.5
JOB1409,2025-02-04,Line_1,B,1019,917,917,0.0,16.7
JOB1410,2025-02-04,Line_1,C,1094,812,781,31.3,76.0
JOB1411,2025-02-04,Line_2,A,877,666,646,20.0,36.1
JOB1412,2025-02-04,Line_2,B,876,691,673,18.0,27.2
JOB1413,2025-02-04,Line_2,C,915,858,832,26.5,21.1
JOB1414,2025-02-04,Line_3,A,852,606,586,20.4,24.8
JOB1415,2025-02-04,Line_3,B,857,810,789,21.0,15.9
JOB1416,2025-02-04,Line_3,C,1170,905,886,18.2,64.4
JOB1417,2025-02-04,Line_4,A,1053,979,959,19.8,18.1
JOB1418,2025-02-04,Line_4,B,846,836,824,11.6,16.9
JOB1419,2025-02-04,Line_4,C,1140,868,832,36.7,50.3
JOB1420,2025-02-05,Line_1,A,1071,824,806,18.4,59.0
JOB1421,2025-02-05,Line_1,B,933,795,771,23.7,26.4
JOB1422,2025-02-05,Line_1,C,867,586,557,28.8,56.2
JOB1423,2025-02-05,Line_2,A,1036,953,919,33.9,24.4
JOB1424,2025-02-05,Line_2,B,917,702,677,24.7,37.2
JOB1425,2025-02-05,Line_2,C,807,519,497,22.7,59.6
JOB1426,2025-02-05,Line_3,A,992,859,851,8.6,43.3
JOB1427,2025-02-05,Line_3,B,920,720,705,14.5,24.7
JOB1428,2025-02-05,Line_3,C,1136,999,980,18.6,32.7
JOB1429,2025-02-05,Line_4,A,886,787,757,29.3,40.7
JOB1430,2025-02-05,Line_4,B,1143,1143,1103,40.1,0.0
JOB1431,2025-02-05,Line_4,C,1168,1090,1085,5.3,15.6
JOB1432,2025-02-06,Line_1,A,1186,886,843,43.5,47.8
JOB1433,2025-02-06,Line_1,B,1081,914,891,22.7,27.5
JOB1434,2025-02-06,Line_1,C,1082,1086,1058,27.2,0.0
JOB1435,2025-02-06,Line_2,A,1023,845,824,21.2,58.4
JOB1436,2025-02-06,Line_2,B,813,800,773,26.4,12.0
JOB1437,2025-02-06,Line_2,C,1106,979,948,31.3,33.1
JOB1438,2025-02-06,Line_3,A,851,654,629,25.0,46.2
JOB1439,2025-02-06,Line_3,B,885,539,521,17.6,55.2
JOB1440,2025-02-06,Line_3,C,1156,919,893,25.6,38.5
JOB1441,2025-02-06,Line_4,A,909,885,880,5.4,15.1
JOB1442,2025-02-06,Line_4,B,943,849,818,31.2,31.4
JOB1443,2025-02-06,Line_4,C,1128,836,802,33.9,61.2
JOB1444,2025-02-07,Line_1,A,1157,1008,980,28.3,18.7
JOB1445,2025-02-07,Line_1,B,1174,1173,1140,33.5,11.0
JOB1446,2025-02-07,Line_1,C,807,489,458,30.5,58.4
JOB1447,2025-02-07,Line_2,A,1112,1046,1001,44.6,23.1
JOB1448,2025-02-07,Line_2,B,1197,1226,1197,28.7,7.2
JOB1449,2025-02-07,Line_2,C,904,780,770,10.2,38.0
JOB1450,2025-02-07,Line_3,A,936,866,823,43.5,43.5
JOB1451,2025-02-07,Line_3,B,1048,898,879,19.7,33.1
JOB1452,2025-02-07,Line_3,C,951,718,686,31.8,41.9
JOB1453,2025-02-07,Line_4,A,995,880,867,12.7,49.9
JOB1454,2025-02-07,Line_4,B,1023,880,869,10.9,49.3
JOB1455,2025-02-07,Line_4,C,1129,1072,1048,24.9,11.6
JOB1456,2025-02-08,Line_1,A,1037,841,820,20.7,42.5
JOB1457,2025-02-08,Line_1,B,862,712,690,22.0,59.4
JOB1458,2025-02-08,Line_1,C,1042,895,870,24.5,36.1
JOB1459,2025-02-08,Line_2,A,918,731,694,36.9,54.8
JOB1460,2025-02-08,Line_2,B,1043,1064,1030,34.7,10.3
JOB1461,2025-02-08,Line_2,C,1112,1051,1040,11.8,21.3
JOB1462,2025-02-08,Line_3,A,1080,746,709,37.5,60.5
JOB1463,2025-02-08,Line_3,B,1013,786,765,21.0,40.2
JOB1464,2025-02-08,Line_3,C,1171,970,939,31.3,38.8
JOB1465,2025-02-08,Line_4,A,876,666,636,30.1,48.8
JOB1466,2025-02-08,Line_4,B,963,760,738,23.0,21.1
JOB1467,2025-02-08,Line_4,C,856,749,727,22.3,45.1
JOB1468,2025-02-09,Line_1,A,1052,1024,985,38.5,12.0
JOB1469,2025-02-09,Line_1,B,907,646,616,30.1,54.2
JOB1470,2025-02-09,Line_1,C,844,818,794,23.5,16.4
JOB1471,2025-02-09,Line_2,A,833,770,770,0.0,19.7
JOB1472,2025-02-09,Line_2,B,846,579,542,36.5,55.7
JOB1473,2025-02-09,Line_2,C,1096,1097,1053,44.0,18.1
JOB1474,2025-02-09,Line_3,A,865,768,754,14.5,46.3
JOB1475,2025-02-09,Line_3,B,858,781,763,18.1,12.3
JOB1476,2025-02-09,Line_3,C,834,726,699,27.1,7.7
JOB1477,2025-02-09,Line_4,A,981,891,856,35.6,16.9
JOB1478,2025-02-09,Line_4,B,846,820,797,23.1,0.2
JOB1479,2025-02-09,Line_4,C,1105,978,964,14.0,37.9
JOB1480,2025-02-10,Line_1,A,821,666,644,21.6,40.5
JOB1481,2025-02-10,Line_1,B,837,690,661,29.2,35.0
JOB1482,2025-02-10,Line_1,C,1030,921,893,28.0,22.6
JOB1483,2025-02-10,Line_2,A,1040,778,751,26.6,48.8
JOB1484,2025-02-10,Line_2,B,882,771,750,21.2,29.3
JOB1485,2025-02-10,Line_2,C,1127,999,982,16.3,26.0
JOB1486,2025-02-10,Line_3,A,1106,884,881,2.8,51.4
JOB1487,2025-02-10,Line_3,B,1039,613,579,33.5,78.5
JOB1488,2025-02-10,Line_3,C,982,970,932,38.1,9.0
JOB1489,2025-02-10,Line_4,A,865,513,491,21.3,55.1
JOB1490,2025-02-10,Line_4,B,961,820,781,38.5,23.0
JOB1491,2025-02-10,Line_4,C,1070,671,647,24.5,72.8
JOB1492,2025-02-11,Line_1,A,873,753,704,48.4,18.8
JOB1493,2025-02-11,Line_1,B,1112,843,820,22.7,47.7
JOB1494,2025-02-11,Line_1,C,962,870,854,15.9,18.3
JOB1495,2025-02-11,Line_2,A,817,683,645,38.8,34.7
JOB1496,2025-02-11,Line_2,B,1038,906,865,41.4,34.5
JOB1497,2025-02-11,Line_2,C,983,707,683,24.5,51.3
JOB1498,2025-02-11,Line_3,A,1143,993,969,24.7,50.6
JOB1499,2025-02-11,Line_3,B,971,861,824,37.1,25.9
JOB1500,2025-02-11,Line_3,C,852,671,661,10.6,33.0
JOB1501,2025-02-11,Line_4,A,1000,946,911,34.8,27.1
JOB1502,2025-02-11,Line_4,B,847,719,706,12.8,25.6
JOB1503,2025-02-11,Line_4,C,824,825,812,13.6,0.0
JOB1504,2025-02-12,Line_1,A,1173,1088,1064,24.4,33.5
JOB1505,2025-02-12,Line_1,B,945,924,896,27.2,36.3
JOB1506,2025-02-12,Line_1,C,1140,953,935,18.7,38.2
JOB1507,2025-02-12,Line_2,A,898,806,770,36.3,22.3
JOB1508,2025-02-12,Line_2,B,871,813,786,27.3,25.3
JOB1509,2025-02-12,Line_2,C,871,666,622,44.1,36.1
JOB1510,2025-02-12,Line_3,A,828,593,568,25.3,39.9
JOB1511,2025-02-12,Line_3,B,1050,831,818,12.3,28.5
JOB1512,2025-02-12,Line_3,C,871,741,701,39.4,33.5
JOB1513,2025-02-12,Line_4,A,864,672,655,16.8,42.6
JOB1514,2025-02-12,Line_4,B,906,780,751,29.4,14.4
JOB1515,2025-02-12,Line_4,C,1183,1058,1035,22.8,25.6
JOB1516,2025-02-13,Line_1,A,1120,922,884,38.2,32.2
JOB1517,2025-02-13,Line_1,B,1160,1007,986,21.3,44.5
JOB1518,2025-02-13,Line_1,C,800,609,568,41.3,41.7
JOB1519,2025-02-13,Line_2,A,1016,842,815,26.7,29.8
JOB1520,2025-02-13,Line_2,B,1066,765,744,20.8,55.5
JOB1521,2025-02-13,Line_2,C,1023,808,797,11.0,32.6
JOB1522,2025-02-13,Line_3,A,1116,966,944,22.3,43.4
JOB1523,2025-02-13,Line_3,B,808,526,514,12.7,45.5
JOB1524,2025-02-13,Line_3,C,1079,1035,1008,27.3,7.5
JOB1525,2025-02-13,Line_4,A,877,851,845,6.7,10.8
JOB1526,2025-02-13,Line_4,B,1115,1020,990,29.7,20.1
JOB1527,2025-02-13,Line_4,C,933,765,756,9.2,25.2
JOB1528,2025-02-14,Line_1,A,1167,978,956,22.4,66.4
JOB1529,2025-02-14,Line_1,B,901,587,557,29.6,58.0
JOB1530,2025-02-14,Line_1,C,919,840,828,12.0,7.1
JOB1531,2025-02-14,Line_2,A,891,756,729,27.3,12.7
JOB1532,2025-02-14,Line_2,B,1098,1046,1015,30.6,11.1
JOB1533,2025-02-14,Line_2,C,809,620,597,22.4,46.4
JOB1534,2025-02-14,Line_3,A,987,973,949,23.7,7.2
JOB1535,2025-02-14,Line_3,B,1025,811,785,25.8,59.7
JOB1536,2025-02-14,Line_3,C,1023,1056,1019,37.0,8.0
JOB1537,2025-02-14,Line_4,A,842,725,705,20.3,27.9
JOB1538,2025-02-14,Line_4,B,908,776,772,3.8,31.4
JOB1539,2025-02-14,Line_4,C,890,640,633,7.3,52.5
JOB1540,2025-02-15,Line_1,A,1197,1166,1138,27.7,22.4
JOB1541,2025-02-15,Line_1,B,858,659,618,40.4,29.7
JOB1542,2025-02-15,Line_1,C,824,622,608,14.9,46.4
JOB1543,2025-02-15,Line_2,A,901,877,818,59.0,18.3
JOB1544,2025-02-15,Line_2,B,872,676,631,45.1,35.3
JOB1545,2025-02-15,Line_2,C,984,905,863,42.2,16.2
JOB1546,2025-02-15,Line_3,A,955,717,701,16.6,45.6
JOB1547,2025-02-15,Line_3,B,868,717,686,30.9,50.2
JOB1548,2025-02-15,Line_3,C,1097,882,841,41.8,63.4
JOB1549,2025-02-15,Line_4,A,1078,926,890,36.4,36.2
JOB1550,2025-02-15,Line_4,B,1015,804,779,24.4,46.1
JOB1551,2025-02-15,Line_4,C,976,934,916,17.2,33.1
JOB1552,2025-02-16,Line_1,A,898,779,753,26.3,22.0
JOB1553,2025-02-16,Line_1,B,944,875,845,30.0,24.4
JOB1554,2025-02-16,Line_1,C,939,646,622,23.1,61.1
JOB1555,2025-02-16,Line_2,A,822,573,561,12.3,50.1
JOB1556,2025-02-16,Line_2,B,1117,945,905,39.7,41.3
JOB1557,2025-02-16,Line_2,C,1022,898,876,22.6,19.6
JOB1558,2025-02-16,Line_3,A,1192,914,900,14.1,82.5
JOB1559,2025-02-16,Line_3,B,1050,1004,982,22.4,20.0
JOB1560,2025-02-16,Line_3,C,919,737,716,20.5,51.7
JOB1561,2025-02-16,Line_4,A,1185,1030,1001,28.3,14.0
JOB1562,2025-02-16,Line_4,B,837,634,588,45.2,42.6
JOB1563,2025-02-16,Line_4,C,1000,687,644,43.3,59.5
JOB1564,2025-02-17,Line_1,A,1133,964,938,26.5,48.4
JOB1565,2025-02-17,Line_1,B,984,688,673,14.3,47.5
JOB1566,2025-02-17,Line_1,C,1063,947,911,35.8,28.1
JOB1567,2025-02-17,Line_2,A,811,806,777,28.7,17.1
JOB1568,2025-02-17,Line_2,B,996,759,732,26.6,50.7
JOB1569,2025-02-17,Line_2,C,842,646,611,34.7,40.9
JOB1570,2025-02-17,Line_3,A,827,541,512,28.4,53.2
JOB1571,2025-02-17,Line_3,B,966,787,750,36.6,34.5
JOB1572,2025-02-17,Line_3,C,979,774,741,32.6,38.0
JOB1573,2025-02-17,Line_4,A,816,660,648,11.8,44.4
JOB1574,2025-02-17,Line_4,B,975,837,828,8.4,31.3
JOB1575,2025-02-17,Line_4,C,880,785,751,34.4,30.3
JOB1576,2025-02-18,Line_1,A,1055,877,853,23.2,29.0
JOB1577,2025-02-18,Line_1,B,946,875,845,29.8,33.3
JOB1578,2025-02-18,Line_1,C,1146,1024,1006,17.8,24.5
JOB1579,2025-02-18,Line_2,A,1187,1184,1170,13.8,12.4
JOB1580,2025-02-18,Line_2,B,988,840,811,28.9,30.7
JOB1581,2025-02-18,Line_2,C,943,773,734,39.0,35.4
JOB1582,2025-02-18,Line_3,A,1068,1013,993,20.3,33.6
JOB1583,2025-02-18,Line_3,B,1161,1027,1008,18.9,27.4
JOB1584,2025-02-18,Line_3,C,1158,962,946,15.6,36.1
JOB1585,2025-02-18,Line_4,A,1085,911,904,6.7,56.0
JOB1586,2025-02-18,Line_4,B,1159,1124,1107,16.6,19.2
JOB1587,2025-02-18,Line_4,C,929,819,796,22.4,40.7
JOB1588,2025-02-19,Line_1,A,930,788,775,12.1,15.7
JOB1589,2025-02-19,Line_1,B,956,753,733,19.8,46.5
JOB1590,2025-02-19,Line_1,C,1044,825,811,14.1,45.6
JOB1591,2025-02-19,Line_2,A,810,380,370,10.6,66.8
JOB1592,2025-02-19,Line_2,B,993,950,934,16.4,22.4
JOB1593,2025-02-19,Line_2,C,895,740,709,31.4,19.6
JOB1594,2025-02-19,Line_3,A,803,580,554,25.8,42.0
JOB1595,2025-02-19,Line_3,B,1198,970,962,8.1,56.2
JOB1596,2025-02-19,Line_3,C,1038,1096,1072,24.0,0.0
JOB1597,2025-02-19,Line_4,A,1040,978,951,27.1,26.5
JOB1598,2025-02-19,Line_4,B,1069,963,939,23.8,33.9
JOB1599,2025-02-19,Line_4,C,1060,978,956,22.1,18.0
JOB1600,2025-02-20,Line_1,A,934,752,708,43.6,43.5
JOB1601,2025-02-20,Line_1,B,931,1009,1004,4.9,0.0
JOB1602,2025-02-20,Line_1,C,947,731,698,33.5,69.8
JOB1603,2025-02-20,Line_2,A,988,939,909,29.8,24.7
JOB1604,2025-02-20,Line_2,B,1035,912,861,50.9,27.7
JOB1605,2025-02-20,Line_2,C,915,686,666,20.0,42.5
JOB1606,2025-02-20,Line_3,A,916,861,847,13.7,26.7
JOB1607,2025-02-20,Line_3,B,914,766,751,15.2,45.4
JOB1608,2025-02-20,Line_3,C,941,719,695,24.9,43.6
JOB1609,2025-02-20,Line_4,A,1169,1080,1073,7.4,30.0
JOB1610,2025-02-20,Line_4,B,854,576,540,35.6,47.5
JOB1611,2025-02-20,Line_4,C,844,592,556,35.9,39.9
JOB1612,2025-02-21,Line_1,A,1023,688,668,20.6,64.1
JOB1613,2025-02-21,Line_1,B,1075,780,749,31.7,50.2
JOB1614,2025-02-21,Line_1,C,977,773,742,30.6,68.1
JOB1615,2025-02-21,Line_2,A,895,849,834,14.7,32.5
JOB1616,2025-02-21,Line_2,B,936,948,917,31.0,2.8
JOB1617,2025-02-21,Line_2,C,985,811,774,37.7,40.0
JOB1618,2025-02-21,Line_3,A,1064,782,749,33.1,41.4
JOB1619,2025-02-21,Line_3,B,1094,810,784,26.0,49.7
JOB1620,2025-02-21,Line_3,C,926,723,695,28.8,39.3
JOB1621,2025-02-21,Line_4,A,906,691,665,25.9,49.5
JOB1622,2025-02-21,Line_4,B,1065,986,966,19.6,36.2
JOB1623,2025-02-21,Line_4,C,852,665,651,13.2,38.8
JOB1624,2025-02-22,Line_1,A,971,617,601,16.2,66.4
JOB1625,2025-02-22,Line_1,B,1163,865,835,30.0,60.5
JOB1626,2025-02-22,Line_1,C,972,706,675,31.4,41.7
JOB1627,2025-02-22,Line_2,A,1079,915,899,15.8,37.6
JOB1628,2025-02-22,Line_2,B,1070,905,898,7.8,32.5
JOB1629,2025-02-22,Line_2,C,882,713,691,22.3,39.3
JOB1630,2025-02-22,Line_3,A,1138,992,953,39.8,23.3
JOB1631,2025-02-22,Line_3,B,835,782,755,27.4,8.3
JOB1632,2025-02-22,Line_3,C,1040,881,844,36.4,33.2
JOB1633,2025-02-22,Line_4,A,989,932,911,20.9,16.0
JOB1634,2025-02-22,Line_4,B,1006,747,722,25.5,66.8
JOB1635,2025-02-22,Line_4,C,1088,1010,1003,7.3,52.2
JOB1636,2025-02-23,Line_1,A,820,657,632,25.2,40.4
JOB1637,2025-02-23,Line_1,B,1089,942,928,13.4,51.8
JOB1638,2025-02-23,Line_1,C,947,902,865,37.2,5.7
JOB1639,2025-02-23,Line_2,A,912,832,814,17.7,24.6
JOB1640,2025-02-23,Line_2,B,904,601,576,25.6,51.2
JOB1641,2025-02-23,Line_2,C,913,749,720,29.3,30.0
JOB1642,2025-02-23,Line_3,A,1041,878,843,34.4,57.6
JOB1643,2025-02-23,Line_3,B,967,796,767,29.2,26.2
JOB1644,2025-02-23,Line_3,C,1070,1044,998,45.4,12.4
JOB1645,2025-02-23,Line_4,A,1066,701,676,25.8,59.3
JOB1646,2025-02-23,Line_4,B,1045,971,938,33.3,7.2
JOB1647,2025-02-23,Line_4,C,921,728,707,20.3,36.3
JOB1648,2025-02-24,Line_1,A,885,845,813,32.7,6.1
JOB1649,2025-02-24,Line_1,B,912,766,723,43.5,25.7
JOB1650,2025-02-24,Line_1,C,1072,980,966,14.2,18.7
JOB1651,2025-02-24,Line_2,A,999,678,670,8.4,51.7
JOB1652,2025-02-24,Line_2,B,976,749,725,24.6,52.9
JOB1653,2025-02-24,Line_2,C,1013,856,838,17.4,26.2
JOB1654,2025-02-24,Line_3,A,827,558,532,26.3,58.2
JOB1655,2025-02-24,Line_3,B,845,733,704,29.3,34.1
JOB1656,2025-02-24,Line_3,C,1047,1091,1071,20.7,0.1
JOB1657,2025-02-24,Line_4,A,1074,988,967,20.4,33.3
JOB1658,2025-02-24,Line_4,B,954,580,539,41.0,54.8
JOB1659,2025-02-24,Line_4,C,1167,1014,978,35.7,38.7
JOB1660,2025-02-25,Line_1,A,1137,976,952,24.4,37.3
JOB1661,2025-02-25,Line_1,B,1137,975,952,22.3,51.5
JOB1662,2025-02-25,Line_1,C,853,684,669,15.0,29.0
JOB1663,2025-02-25,Line_2,A,947,865,841,23.8,37.3
JOB1664,2025-02-25,Line_2,B,1156,883,853,29.9,46.3
JOB1665,2025-02-25,Line_2,C,852,582,554,28.8,59.4
JOB1666,2025-02-25,Line_3,A,991,824,801,23.0,24.7
JOB1667,2025-02-25,Line_3,B,1116,817,789,27.5,38.3
JOB1668,2025-02-25,Line_3,C,817,738,717,21.0,29.9
JOB1669,2025-02-25,Line_4,A,1011,937,922,15.1,14.8
JOB1670,2025-02-25,Line_4,B,1109,1016,974,42.1,20.1
JOB1671,2025-02-25,Line_4,C,1014,967,940,27.3,15.8
JOB1672,2025-02-26,Line_1,A,825,626,612,14.2,42.1
JOB1673,2025-02-26,Line_1,B,941,706,683,23.1,31.5
JOB1674,2025-02-26,Line_1,C,1057,935,918,16.3,17.5
JOB1675,2025-02-26,Line_2,A,1053,698,673,24.8,58.5
JOB1676,2025-02-26,Line_2,B,894,734,705,28.8,34.5
JOB1677,2025-02-26,Line_2,C,1180,1061,1047,13.4,24.1
JOB1678,2025-02-26,Line_3,A,997,923,902,20.2,31.4
JOB1679,2025-02-26,Line_3,B,1029,861,844,16.3,49.6
JOB1680,2025-02-26,Line_3,C,1062,870,836,33.9,67.3
JOB1681,2025-02-26,Line_4,A,858,742,707,35.7,20.8
JOB1682,2025-02-26,Line_4,B,1050,914,888,26.7,34.8
JOB1683,2025-02-26,Line_4,C,1016,832,797,34.6,35.8
JOB1684,2025-02-27,Line_1,A,1047,865,838,26.7,42.6
JOB1685,2025-02-27,Line_1,B,827,683,660,23.9,34.4
JOB1686,2025-02-27,Line_1,C,936,723,690,33.0,40.7
JOB1687,2025-02-27,Line_2,A,1002,1044,1025,19.2,11.5
JOB1688,2025-02-27,Line_2,B,1164,1097,1075,22.5,17.6
JOB1689,2025-02-27,Line_2,C,931,746,737,8.2,32.5
JOB1690,2025-02-27,Line_3,A,1084,826,805,21.2,52.1
JOB1691,2025-02-27,Line_3,B,829,632,613,18.3,40.6
JOB1692,2025-02-27,Line_3,C,1184,966,932,34.1,53.9
JOB1693,2025-02-27,Line_4,A,982,966,931,35.2,0.0
JOB1694,2025-02-27,Line_4,B,1179,850,827,23.5,56.7
JOB1695,2025-02-27,Line_4,C,815,649,631,17.7,46.8
JOB1696,2025-02-28,Line_1,A,907,497,473,24.2,81.4
JOB1697,2025-02-28,Line_1,B,1007,897,866,30.4,59.8
JOB1698,2025-02-28,Line_1,C,1043,869,842,27.4,52.3
JOB1699,2025-02-28,Line_2,A,910,713,691,21.5,39.9
JOB1700,2025-02-28,Line_2,B,805,768,753,15.5,24.0
JOB1701,2025-02-28,Line_2,C,857,661,622,38.8,34.8
JOB1702,2025-02-28,Line_3,A,1090,1104,1083,20.6,3.3
JOB1703,2025-02-28,Line_3,B,868,654,611,42.7,35.0
JOB1704,2025-02-28,Line_3,C,1091,729,706,22.7,77.9
JOB1705,2025-02-28,Line_4,A,991,941,916,25.4,0.0
JOB1706,2025-02-28,Line_4,B,982,830,802,27.8,28.4
JOB1707,2025-02-28,Line_4,C,1086,968,945,22.7,49.8
JOB1708,2025-03-01,Line_1,A,894,718,696,22.2,59.7
JOB1709,2025-03-01,Line_1,B,815,807,777,29.8,3.3
JOB1710,2025-03-01,Line_1,C,800,538,511,26.1,53.7
JOB1711,2025-03-01,Line_2,A,990,798,776,22.2,32.6
JOB1712,2025-03-01,Line_2,B,1051,941,909,31.4,17.3
JOB1713,2025-03-01,Line_2,C,849,730,718,12.4,35.0
JOB1714,2025-03-01,Line_3,A,1115,835,800,34.7,56.8
JOB1715,2025-03-01,Line_3,B,1106,1037,1030,7.1,1.1
JOB1716,2025-03-01,Line_3,C,986,916,896,20.1,47.0
JOB1717,2025-03-01,Line_4,A,883,783,757,26.5,23.7
JOB1718,2025-03-01,Line_4,B,1192,917,877,39.7,56.2
JOB1719,2025-03-01,Line_4,C,936,736,686,49.7,41.9
JOB1720,2025-03-02,Line_1,A,1155,973,963,10.5,35.5
JOB1721,2025-03-02,Line_1,B,916,800,779,21.4,21.9
JOB1722,2025-03-02,Line_1,C,1122,1029,1004,24.9,39.4
JOB1723,2025-03-02,Line_2,A,1012,1024,1004,20.7,15.3
JOB1724,2025-03-02,Line_2,B,824,803,796,6.9,17.0
JOB1725,2025-03-02,Line_2,C,1056,1048,1028,20.7,24.5
JOB1726,2025-03-02,Line_3,A,1000,671,646,25.2,59.9
JOB1727,2025-03-02,Line_3,B,1045,782,748,34.1,51.1
JOB1728,2025-03-02,Line_3,C,944,688,649,39.3,46.0
JOB1729,2025-03-02,Line_4,A,833,706,691,14.4,36.2
JOB1730,2025-03-02,Line_4,B,1163,984,949,35.5,22.3
JOB1731,2025-03-02,Line_4,C,907,534,490,43.6,53.2
JOB1732,2025-03-03,Line_1,A,1180,1106,1086,20.5,13.7
JOB1733,2025-03-03,Line_1,B,1121,1072,1054,18.2,27.7
JOB1734,2025-03-03,Line_1,C,1116,975,944,30.7,39.1
JOB1735,2025-03-03,Line_2,A,889,745,724,21.6,44.4
JOB1736,2025-03-03,Line_2,B,829,594,578,15.7,46.0
JOB1737,2025-03-03,Line_2,C,1120,898,876,22.4,36.4
JOB1738,2025-03-03,Line_3,A,944,734,714,19.3,41.0
JOB1739,2025-03-03,Line_3,B,927,644,614,29.8,52.4
JOB1740,2025-03-03,Line_3,C,812,398,365,32.9,60.1
JOB1741,2025-03-03,Line_4,A,1181,1146,1121,25.3,9.6
JOB1742,2025-03-03,Line_4,B,1015,832,807,24.7,35.8
JOB1743,2025-03-03,Line_4,C,1080,909,888,20.8,37.5
JOB1744,2025-03-04,Line_1,A,1089,1118,1096,22.6,4.7
JOB1745,2025-03-04,Line_1,B,1062,1004,962,42.5,6.4
JOB1746,2025-03-04,Line_1,C,1074,1001,989,12.1,32.8
JOB1747,2025-03-04,Line_2,A,857,641,612,29.0,43.1
JOB1748,2025-03-04,Line_2,B,1157,972,940,32.2,29.5
JOB1749,2025-03-04,Line_2,C,974,886,871,14.3,27.9
JOB1750,2025-03-04,Line_3,A,806,760,716,43.8,0.0
JOB1751,2025-03-04,Line_3,B,1081,940,920,19.9,38.0
JOB1752,2025-03-04,Line_3,C,851,781,764,16.6,15.1
JOB1753,2025-03-04,Line_4,A,1103,1013,990,22.5,27.8
JOB1754,2025-03-04,Line_4,B,867,733,713,20.7,23.8
JOB1755,2025-03-04,Line_4,C,954,835,824,11.2,32.6
JOB1756,2025-03-05,Line_1,A,1163,1015,985,30.6,28.2
JOB1757,2025-03-05,Line_1,B,1022,762,746,16.3,54.1
JOB1758,2025-03-05,Line_1,C,1058,771,750,21.2,44.3
JOB1759,2025-03-05,Line_2,A,955,709,686,22.9,48.3
JOB1760,2025-03-05,Line_2,B,994,841,821,19.7,36.1
JOB1761,2025-03-05,Line_2,C,800,639,633,6.4,46.2
JOB1762,2025-03-05,Line_3,A,1148,879,854,24.3,36.7
JOB1763,2025-03-05,Line_3,B,913,831,814,17.5,29.9
JOB1764,2025-03-05,Line_3,C,954,766,749,17.3,33.8
JOB1765,2025-03-05,Line_4,A,831,632,595,37.0,47.0
JOB1766,2025-03-05,Line_4,B,842,629,609,20.0,38.8
JOB1767,2025-03-05,Line_4,C,1158,1040,997,42.8,21.3
JOB1768,2025-03-06,Line_1,A,802,595,560,34.8,27.7
JOB1769,2025-03-06,Line_1,B,1041,903,878,25.4,30.5
JOB1770,2025-03-06,Line_1,C,1072,900,855,45.0,31.4
JOB1771,2025-03-06,Line_2,A,1064,756,720,36.1,56.2
JOB1772,2025-03-06,Line_2,B,996,789,774,14.9,38.2
JOB1773,2025-03-06,Line_2,C,1056,916,898,18.4,66.0
JOB1774,2025-03-06,Line_3,A,861,698,670,28.3,23.8
JOB1775,2025-03-06,Line_3,B,1062,889,876,12.9,24.7
JOB1776,2025-03-06,Line_3,C,1193,1036,988,47.4,47.1
JOB1777,2025-03-06,Line_4,A,1143,1091,1081,10.6,15.4
JOB1778,2025-03-06,Line_4,B,951,627,608,19.3,76.0
JOB1779,2025-03-06,Line_4,C,922,730,703,27.3,29.0
JOB1780,2025-03-07,Line_1,A,976,770,738,32.6,48.0
JOB1781,2025-03-07,Line_1,B,1045,881,863,17.8,32.5
JOB1782,2025-03-07,Line_1,C,1169,1083,1047,36.5,49.2
JOB1783,2025-03-07,Line_2,A,932,878,856,22.0,6.7
JOB1784,2025-03-07,Line_2,B,1118,989,968,21.5,57.5
JOB1785,2025-03-07,Line_2,C,1187,858,828,29.4,79.3
JOB1786,2025-03-07,Line_3,A,866,656,656,0.0,53.0
JOB1787,2025-03-07,Line_3,B,933,607,574,33.0,42.8
JOB1788,2025-03-07,Line_3,C,964,796,761,35.3,26.0
JOB1789,2025-03-07,Line_4,A,955,849,815,34.3,23.3
JOB1790,2025-03-07,Line_4,B,802,557,526,30.4,55.4
JOB1791,2025-03-07,Line_4,C,878,650,639,10.9,69.6
JOB1792,2025-03-08,Line_1,A,1115,885,868,16.7,63.9
JOB1793,2025-03-08,Line_1,B,1111,973,950,22.8,42.1
JOB1794,2025-03-08,Line_1,C,1112,1081,1049,32.3,14.0
JOB1795,2025-03-08,Line_2,A,1016,1067,1047,20.1,2.3
JOB1796,2025-03-08,Line_2,B,892,773,757,15.8,27.7
JOB1797,2025-03-08,Line_2,C,1017,817,780,36.8,39.8
JOB1798,2025-03-08,Line_3,A,1167,1020,1012,8.3,40.1
JOB1799,2025-03-08,Line_3,B,1001,825,816,9.7,23.2
JOB1800,2025-03-08,Line_3,C,1001,832,802,29.8,37.9
