date,machine,shift,downtime_reason,minutes
2025-02-17,Line_4,C,Changeover,30.3
2025-02-18,Line_1,A,Maintenance,29.0
2025-02-18,Line_1,B,Changeover,33.3
2025-02-18,Line_1,C,Operator Delay,24.5
2025-02-18,Line_2,A,Changeover,12.4
2025-02-18,Line_2,B,Material Shortage,30.7
2025-02-18,Line_2,C,Maintenance,35.4
2025-02-18,Line_3,A,Quality Hold,33.6
2025-02-18,Line_3,B,Changeover,27.4
2025-02-18,Line_3,C,Quality Hold,36.1
2025-02-18,Line_4,A,Changeover,56.0
2025-02-18,Line_4,B,Operator Delay,19.2
2025-02-18,Line_4,C,Maintenance,40.7
2025-02-19,Line_1,A,Operator Delay,15.7
2025-02-19,Line_1,B,Changeover,46.5
2025-02-19,Line_1,C,Material Shortage,45.6
2025-02-19,Line_2,A,Quality Hold,66.8
2025-02-19,Line_2,B,Operator Delay,22.4
2025-02-19,Line_2,C,Maintenance,19.6
2025-02-19,Line_3,A,Changeover,42.0
2025-02-19,Line_3,B,Operator Delay,56.2
2025-02-19,Line_3,C,Quality Hold,0.0
2025-02-19,Line_4,A,Operator Delay,26.5
2025-02-19,Line_4,B,Maintenance,33.9
2025-02-19,Line_4,C,Material Shortage,18.0
2025-02-20,Line_1,A,Changeover,43.5
2025-02-20,Line_1,B,Maintenance,0.0
2025-02-20,Line_1,C,Changeover,69.8
2025-02-20,Line_2,A,Maintenance,24.7
2025-02-20,Line_2,B,Quality Hold,27.7
2025-02-20,Line_2,C,Material Shortage,42.5
2025-02-20,Line_3,A,Operator Delay,26.7
2025-02-20,Line_3,B,Material Shortage,45.4
2025-02-20,Line_3,C,Maintenance,43.6
2025-02-20,Line_4,A,Quality Hold,30.0
2025-02-20,Line_4,B,Maintenance,47.5
2025-02-20,Line_4,C,Maintenance,39.9
2025-02-21,Line_1,A,Material Shortage,64.1
2025-02-21,Line_1,B,Changeover,50.2
2025-02-21,Line_1,C,Changeover,68.1
2025-02-21,Line_2,A,Maintenance,32.5
2025-02-21,Line_2,B,Changeover,2.8
2025-02-21,Line_2,C,Material Shortage,40.0
2025-02-21,Line_3,A,Material Shortage,41.4
2025-02-21,Line_3,B,Material Shortage,49.7
2025-02-21,Line_3,C,Operator Delay,39.3
2025-02-21,Line_4,A,Maintenance,49.5
2025-02-21,Line_4,B,Quality Hold,36.2
2025-02-21,Line_4,C,Quality Hold,38.8
2025-02-22,Line_1,A,Quality Hold,66.4
2025-02-22,Line_1,B,Quality Hold,60.5
2025-02-22,Line_1,C,Changeover,41.7
2025-02-22,Line_2,A,Quality Hold,37.6
2025-02-22,Line_2,B,Operator Delay,32.5
2025-02-22,Line_2,C,Changeover,39.3
2025-02-22,Line_3,A,Quality Hold,23.3
2025-02-22,Line_3,B,Quality Hold,8.3
2025-02-22,Line_3,C,Quality Hold,33.2
2025-02-22,Line_4,A,Operator Delay,16.0
2025-02-22,Line_4,B,Maintenance,66.8
2025-02-22,Line_4,C,Quality Hold,52.2
2025-02-23,Line_1,A,Maintenance,40.4
2025-02-23,Line_1,B,Material Shortage,51.8
2025-02-23,Line_1,C,Changeover,5.7
2025-02-23,Line_2,A,Changeover,24.6
2025-02-23,Line_2,B,Maintenance,51.2
2025-02-23,Line_2,C,Quality Hold,30.0
2025-02-23,Line_3,A,Quality Hold,57.6
2025-02-23,Line_3,B,Changeover,26.2
2025-02-23,Line_3,C,Maintenance,12.4
2025-02-23,Line_4,A,Quality Hold,59.3
2025-02-23,Line_4,B,Quality Hold,7.2
2025-02-23,Line_4,C,Material Shortage,36.3
2025-02-24,Line_1,A,Maintenance,6.1
2025-02-24,Line_1,B,Maintenance,25.7
2025-02-24,Line_1,C,Maintenance,18.7
2025-02-24,Line_2,A,Quality Hold,51.7
2025-02-24,Line_2,B,Maintenance,52.9
2025-02-24,Line_2,C,Quality Hold,26.2
2025-02-24,Line_3,A,Maintenance,58.2
2025-02-24,Line_3,B,Operator Delay,34.1
2025-02-24,Line_3,C,Quality Hold,0.1
2025-02-24,Line_4,A,Operator Delay,33.3
2025-02-24,Line_4,B,Quality Hold,54.8
2025-02-24,Line_4,C,Changeover,38.7
2025-02-25,Line_1,A,Changeover,37.3
2025-02-25,Line_1,B,Changeover,51.5
2025-02-25,Line_1,C,Changeover,29.0
2025-02-25,Line_2,A,Quality Hold,37.3
2025-02-25,Line_2,B,Maintenance,46.3
2025-02-25,Line_2,C,Changeover,59.4
2025-02-25,Line_3,A,Operator Delay,24.7
2025-02-25,Line_3,B,Changeover,38.3
2025-02-25,Line_3,C,Quality Hold,29.9
2025-02-25,Line_4,A,Quality Hold,14.8
2025-02-25,Line_4,B,Changeover,20.1
2025-02-25,Line_4,C,Material Shortage,15.8
2025-02-26,Line_1,A,Maintenance,42.1
2025-02-26,Line_1,B,Changeover,31.5
2025-02-26,Line_1,C,Maintenance,17.5
2025-02-26,Line_2,A,Changeover,58.5
2025-02-26,Line_2,B,Maintenance,34.5
2025-02-26,Line_2,C,Operator Delay,24.1
2025-02-26,Line_3,A,Quality Hold,31.4
2025-02-26,Line_3,B,Maintenance,49.6
2025-02-26,Line_3,C,Maintenance,67.3
2025-02-26,Line_4,A,Changeover,20.8
2025-02-26,Line_4,B,Maintenance,34.8
2025-02-26,Line_4,C,Maintenance,35.8
2025-02-27,Line_1,A,Changeover,42.6
2025-02-27,Line_1,B,Material Shortage,34.4
2025-02-27,Line_1,C,Quality Hold,40.7
2025-02-27,Line_2,A,Changeover,11.5
2025-02-27,Line_2,B,Material Shortage,17.6
2025-02-27,Line_2,C,Quality Hold,32.5
2025-02-27,Line_3,A,Maintenance,52.1
2025-02-27,Line_3,B,Operator Delay,40.6
2025-02-27,Line_3,C,Material Shortage,53.9
2025-02-27,Line_4,A,Quality Hold,0.0
2025-02-27,Line_4,B,Quality Hold,56.7
2025-02-27,Line_4,C,Quality Hold,46.8
2025-02-28,Line_1,A,Maintenance,81.4
2025-02-28,Line_1,B,Quality Hold,59.8
2025-02-28,Line_1,C,Changeover,52.3
2025-02-28,Line_2,A,Changeover,39.9
2025-02-28,Line_2,B,Quality Hold,24.0
2025-02-28,Line_2,C,Changeover,34.8
2025-02-28,Line_3,A,Maintenance,3.3
2025-02-28,Line_3,B,Changeover,35.0
2025-02-28,Line_3,C,Quality Hold,77.9
2025-02-28,Line_4,A,Changeover,0.0
2025-02-28,Line_4,B,Operator Delay,28.4
2025-02-28,Line_4,C,Changeover,49.8
2025-03-01,Line_1,A,Maintenance,59.7
2025-03-01,Line_1,B,Operator Delay,3.3
2025-03-01,Line_1,C,Material Shortage,53.7
2025-03-01,Line_2,A,Maintenance,32.6
2025-03-01,Line_2,B,Quality Hold,17.3
2025-03-01,Line_2,C,Quality Hold,35.0
2025-03-01,Line_3,A,Quality Hold,56.8
2025-03-01,Line_3,B,Changeover,1.1
2025-03-01,Line_3,C,Material Shortage,47.0
2025-03-01,Line_4,A,Quality Hold,23.7
2025-03-01,Line_4,B,Operator Delay,56.2
2025-03-01,Line_4,C,Operator Delay,41.9
2025-03-02,Line_1,A,Material Shortage,35.5
2025-03-02,Line_1,B,Quality Hold,21.9
2025-03-02,Line_1,C,Maintenance,39.4
2025-03-02,Line_2,A,Material Shortage,15.3
2025-03-02,Line_2,B,Operator Delay,17.0
2025-03-02,Line_2,C,Material Shortage,24.5
2025-03-02,Line_3,A,Quality Hold,59.9
2025-03-02,Line_3,B,Maintenance,51.1
2025-03-02,Line_3,C,Operator Delay,46.0
2025-03-02,Line_4,A,Quality Hold,36.2
2025-03-02,Line_4,B,Changeover,22.3
2025-03-02,Line_4,C,Material Shortage,53.2
2025-03-03,Line_1,A,Changeover,13.7
2025-03-03,Line_1,B,Material Shortage,27.7
2025-03-03,Line_1,C,Maintenance,39.1
2025-03-03,Line_2,A,Changeover,44.4
2025-03-03,Line_2,B,Material Shortage,46.0
2025-03-03,Line_2,C,Material Shortage,36.4
2025-03-03,Line_3,A,Operator Delay,41.0
2025-03-03,Line_3,B,Material Shortage,52.4
2025-03-03,Line_3,C,Quality Hold,60.1
2025-03-03,Line_4,A,Material Shortage,9.6
2025-03-03,Line_4,B,Maintenance,35.8
2025-03-03,Line_4,C,Changeover,37.5
2025-03-04,Line_1,A,Maintenance,4.7
2025-03-04,Line_1,B,Quality Hold,6.4
2025-03-04,Line_1,C,Operator Delay,32.8
2025-03-04,Line_2,A,Quality Hold,43.1
2025-03-04,Line_2,B,Changeover,29.5
2025-03-04,Line_2,C,Material Shortage,27.9
2025-03-04,Line_3,A,Operator Delay,0.0
2025-03-04,Line_3,B,Quality Hold,38.0
2025-03-04,Line_3,C,Changeover,15.1
2025-03-04,Line_4,A,Quality Hold,27.8
2025-03-04,Line_4,B,Changeover,23.8
2025-03-04,Line_4,C,Maintenance,32.6
2025-03-05,Line_1,A,Changeover,28.2
2025-03-05,Line_1,B,Material Shortage,54.1
2025-03-05,Line_1,C,Operator Delay,44.3
2025-03-05,Line_2,A,Quality Hold,48.3
2025-03-05,Line_2,B,Quality Hold,36.1
2025-03-05,Line_2,C,Quality Hold,46.2
2025-03-05,Line_3,A,Quality Hold,36.7
2025-03-05,Line_3,B,Material Shortage,29.9
2025-03-05,Line_3,C,Changeover,33.8
2025-03-05,Line_4,A,Quality Hold,47.0
2025-03-05,Line_4,B,Maintenance,38.8
2025-03-05,Line_4,C,Maintenance,21.3
2025-03-06,Line_1,A,Changeover,27.7
2025-03-06,Line_1,B,Material Shortage,30.5
2025-03-06,Line_1,C,Material Shortage,31.4
2025-03-06,Line_2,A,Quality Hold,56.2
2025-03-06,Line_2,B,Maintenance,38.2
2025-03-06,Line_2,C,Maintenance,66.0
2025-03-06,Line_3,A,Maintenance,23.8
2025-03-06,Line_3,B,Quality Hold,24.7
2025-03-06,Line_3,C,Operator Delay,47.1
2025-03-06,Line_4,A,Material Shortage,15.4
2025-03-06,Line_4,B,Changeover,76.0
2025-03-06,Line_4,C,Quality Hold,29.0
2025-03-07,Line_1,A,Changeover,48.0
2025-03-07,Line_1,B,Changeover,32.5
2025-03-07,Line_1,C,Quality Hold,49.2
2025-03-07,Line_2,A,Changeover,6.7
2025-03-07,Line_2,B,Changeover,57.5
2025-03-07,Line_2,C,Maintenance,79.3
2025-03-07,Line_3,A,Material Shortage,53.0
2025-03-07,Line_3,B,Maintenance,42.8
2025-03-07,Line_3,C,Changeover,26.0
2025-03-07,Line_4,A,Maintenance,23.3
2025-03-07,Line_4,B,Maintenance,55.4
2025-03-07,Line_4,C,Quality Hold,69.6
2025-03-08,Line_1,A,Quality Hold,63.9
2025-03-08,Line_1,B,Operator Delay,42.1
2025-03-08,Line_1,C,Operator Delay,14.0
2025-03-08,Line_2,A,Changeover,2.3
2025-03-08,Line_2,B,Operator Delay,27.7
2025-03-08,Line_2,C,Operator Delay,39.8
2025-03-08,Line_3,A,Quality Hold,40.1
2025-03-08,Line_3,B,Operator Delay,23.2
2025-03-08,Line_3,C,Maintenance,37.9
2025-03-08,Line_4,A,Maintenance,29.6
2025-03-08,Line_4,B,Changeover,20.5
2025-03-08,Line_4,C,Changeover,0.0
2025-03-09,Line_1,A,Changeover,44.9
2025-03-09,Line_1,B,Material Shortage,20.8
2025-03-09,Line_1,C,Operator Delay,38.5
2025-03-09,Line_2,A,Changeover,7.8
2025-03-09,Line_2,B,Maintenance,28.8
2025-03-09,Line_2,C,Quality Hold,30.9
2025-03-09,Line_3,A,Changeover,13.2
2025-03-09,Line_3,B,Maintenance,61.6
2025-03-09,Line_3,C,Maintenance,41.5
2025-03-09,Line_4,A,Changeover,41.9
2025-03-09,Line_4,B,Changeover,74.3
2025-03-09,Line_4,C,Changeover,38.2
2025-03-10,Line_1,A,Material Shortage,32.9
2025-03-10,Line_1,B,Maintenance,57.6
2025-03-10,Line_1,C,Changeover,10.1
2025-03-10,Line_2,A,Changeover,18.8
2025-03-10,Line_2,B,Quality Hold,14.4
2025-03-10,Line_2,C,Maintenance,13.7
2025-03-10,Line_3,A,Maintenance,45.1
2025-03-10,Line_3,B,Quality Hold,9.7
2025-03-10,Line_3,C,Changeover,42.5
2025-03-10,Line_4,A,Changeover,0.0
2025-03-10,Line_4,B,Changeover,20.1
2025-03-10,Line_4,C,Maintenance,45.2
2025-03-11,Line_1,A,Maintenance,41.8
2025-03-11,Line_1,B,Operator Delay,36.5
2025-03-11,Line_1,C,Changeover,42.7
2025-03-11,Line_2,A,Operator Delay,30.6
2025-03-11,Line_2,B,Quality Hold,32.5
2025-03-11,Line_2,C,Material Shortage,51.1
2025-03-11,Line_3,A,Material Shortage,22.3
2025-03-11,Line_3,B,Changeover,52.0
2025-03-11,Line_3,C,Quality Hold,70.3
2025-03-11,Line_4,A,Quality Hold,52.4
2025-03-11,Line_4,B,Maintenance,44.8
2025-03-11,Line_4,C,Changeover,71.2
2025-03-12,Line_1,A,Maintenance,36.1
2025-03-12,Line_1,B,Material Shortage,63.4
2025-03-12,Line_1,C,Maintenance,26.7
2025-03-12,Line_2,A,Changeover,29.7
2025-03-12,Line_2,B,Material Shortage,51.0
2025-03-12,Line_2,C,Changeover,36.6
2025-03-12,Line_3,A,Material Shortage,79.5
2025-03-12,Line_3,B,Quality Hold,13.8
2025-03-12,Line_3,C,Changeover,52.9
2025-03-12,Line_4,A,Maintenance,15.2
2025-03-12,Line_4,B,Maintenance,5.3
2025-03-12,Line_4,C,Maintenance,41.8
2025-03-13,Line_1,A,Material Shortage,49.8
2025-03-13,Line_1,B,Changeover,26.6
2025-03-13,Line_1,C,Material Shortage,62.8
2025-03-13,Line_2,A,Quality Hold,50.1
2025-03-13,Line_2,B,Material Shortage,45.7
2025-03-13,Line_2,C,Material Shortage,34.4
2025-03-13,Line_3,A,Changeover,35.7
2025-03-13,Line_3,B,Changeover,54.9
2025-03-13,Line_3,C,Changeover,3.1
2025-03-13,Line_4,A,Operator Delay,8.5
2025-03-13,Line_4,B,Operator Delay,49.4
2025-03-13,Line_4,C,Changeover,34.1
2025-03-14,Line_1,A,Material Shortage,38.1
2025-03-14,Line_1,B,Operator Delay,54.0
2025-03-14,Line_1,C,Maintenance,41.4
2025-03-14,Line_2,A,Changeover,42.4
2025-03-14,Line_2,B,Maintenance,40.0
2025-03-14,Line_2,C,Changeover,22.9
2025-03-14,Line_3,A,Changeover,33.6
2025-03-14,Line_3,B,Material Shortage,0.0
2025-03-14,Line_3,C,Maintenance,31.1
2025-03-14,Line_4,A,Operator Delay,6.1
2025-03-14,Line_4,B,Quality Hold,28.2
2025-03-14,Line_4,C,Maintenance,17.9
2025-03-15,Line_1,A,Operator Delay,9.5
2025-03-15,Line_1,B,Quality Hold,27.9
2025-03-15,Line_1,C,Material Shortage,36.4
2025-03-15,Line_2,A,Material Shortage,24.4
2025-03-15,Line_2,B,Operator Delay,57.4
2025-03-15,Line_2,C,Maintenance,31.4
2025-03-15,Line_3,A,Changeover,48.3
2025-03-15,Line_3,B,Changeover,34.5
2025-03-15,Line_3,C,Maintenance,33.0
2025-03-15,Line_4,A,Changeover,31.3
2025-03-15,Line_4,B,Operator Delay,39.9
2025-03-15,Line_4,C,Quality Hold,45.8
2025-03-16,Line_1,A,Quality Hold,0.6
2025-03-16,Line_1,B,Changeover,41.0
2025-03-16,Line_1,C,Quality Hold,59.5
2025-03-16,Line_2,A,Quality Hold,36.3
2025-03-16,Line_2,B,Material Shortage,41.1
2025-03-16,Line_2,C,Material Shortage,31.7
2025-03-16,Line_3,A,Quality Hold,26.4
2025-03-16,Line_3,B,Quality Hold,8.0
2025-03-16,Line_3,C,Quality Hold,26.0
2025-03-16,Line_4,A,Operator Delay,22.1
2025-03-16,Line_4,B,Quality Hold,34.8
2025-03-16,Line_4,C,Material Shortage,44.2
2025-03-17,Line_1,A,Maintenance,44.7
2025-03-17,Line_1,B,Maintenance,21.5
2025-03-17,Line_1,C,Material Shortage,0.0
2025-03-17,Line_2,A,Changeover,57.2
2025-03-17,Line_2,B,Maintenance,49.2
2025-03-17,Line_2,C,Changeover,25.6
2025-03-17,Line_3,A,Maintenance,48.4
2025-03-17,Line_3,B,Operator Delay,0.0
2025-03-17,Line_3,C,Operator Delay,15.6
2025-03-17,Line_4,A,Maintenance,29.3
2025-03-17,Line_4,B,Operator Delay,40.1
2025-03-17,Line_4,C,Quality Hold,47.4
2025-03-18,Line_1,A,Changeover,23.0
2025-03-18,Line_1,B,Changeover,64.7
2025-03-18,Line_1,C,Maintenance,35.1
2025-03-18,Line_2,A,Material Shortage,32.1
2025-03-18,Line_2,B,Changeover,51.2
2025-03-18,Line_2,C,Changeover,25.5
2025-03-18,Line_3,A,Operator Delay,49.8
2025-03-18,Line_3,B,Changeover,15.3
2025-03-18,Line_3,C,Material Shortage,31.9
2025-03-18,Line_4,A,Material Shortage,14.6
2025-03-18,Line_4,B,Maintenance,39.7
2025-03-18,Line_4,C,Material Shortage,56.9
2025-03-19,Line_1,A,Maintenance,1.6
2025-03-19,Line_1,B,Operator Delay,23.7
2025-03-19,Line_1,C,Material Shortage,21.1
2025-03-19,Line_2,A,Operator Delay,23.9
2025-03-19,Line_2,B,Material Shortage,17.8
2025-03-19,Line_2,C,Changeover,28.0
2025-03-19,Line_3,A,Changeover,32.4
2025-03-19,Line_3,B,Quality Hold,23.1
2025-03-19,Line_3,C,Operator Delay,69.8
2025-03-19,Line_4,A,Quality Hold,22.1
2025-03-19,Line_4,B,Maintenance,70.9
2025-03-19,Line_4,C,Maintenance,3.1
2025-03-20,Line_1,A,Maintenance,26.1
2025-03-20,Line_1,B,Maintenance,48.5
2025-03-20,Line_1,C,Maintenance,41.0
2025-03-20,Line_2,A,Changeover,52.3
2025-03-20,Line_2,B,Material Shortage,31.0
2025-03-20,Line_2,C,Material Shortage,2.7
2025-03-20,Line_3,A,Quality Hold,32.4
2025-03-20,Line_3,B,Changeover,19.9
2025-03-20,Line_3,C,Operator Delay,64.7
2025-03-20,Line_4,A,Material Shortage,13.5
2025-03-20,Line_4,B,Quality Hold,36.9
2025-03-20,Line_4,C,Maintenance,25.5
2025-03-21,Line_1,A,Quality Hold,48.1
2025-03-21,Line_1,B,Maintenance,48.1
2025-03-21,Line_1,C,Material Shortage,57.9
2025-03-21,Line_2,A,Material Shortage,67.0
2025-03-21,Line_2,B,Maintenance,36.5
2025-03-21,Line_2,C,Changeover,64.3
2025-03-21,Line_3,A,Material Shortage,13.0
2025-03-21,Line_3,B,Maintenance,39.1
2025-03-21,Line_3,C,Operator Delay,26.2
2025-03-21,Line_4,A,Quality Hold,11.2
2025-03-21,Line_4,B,Operator Delay,20.5
2025-03-21,Line_4,C,Maintenance,44.0
2025-03-22,Line_1,A,Maintenance,33.2
2025-03-22,Line_1,B,Quality Hold,55.2
2025-03-22,Line_1,C,Changeover,27.4
2025-03-22,Line_2,A,Material Shortage,38.9
2025-03-22,Line_2,B,Material Shortage,26.3
2025-03-22,Line_2,C,Maintenance,67.6
2025-03-22,Line_3,A,Maintenance,28.6
2025-03-22,Line_3,B,Changeover,24.2
2025-03-22,Line_3,C,Material Shortage,18.0
2025-03-22,Line_4,A,Operator Delay,46.8
2025-03-22,Line_4,B,Material Shortage,16.6
2025-03-22,Line_4,C,Material Shortage,30.2
2025-03-23,Line_1,A,Quality Hold,25.5
2025-03-23,Line_1,B,Maintenance,38.2
2025-03-23,Line_1,C,Changeover,40.4
2025-03-23,Line_2,A,Material Shortage,22.2
2025-03-23,Line_2,B,Changeover,20.7
2025-03-23,Line_2,C,Maintenance,40.3
2025-03-23,Line_3,A,Operator Delay,19.3
2025-03-23,Line_3,B,Quality Hold,20.1
2025-03-23,Line_3,C,Operator Delay,65.3
2025-03-23,Line_4,A,Operator Delay,27.7
2025-03-23,Line_4,B,Material Shortage,51.7
2025-03-23,Line_4,C,Changeover,25.6
2025-03-24,Line_1,A,Changeover,65.2
2025-03-24,Line_1,B,Quality Hold,34.1
2025-03-24,Line_1,C,Changeover,33.6
2025-03-24,Line_2,A,Material Shortage,32.8
2025-03-24,Line_2,B,Changeover,22.4
2025-03-24,Line_2,C,Operator Delay,32.4
2025-03-24,Line_3,A,Changeover,72.1
2025-03-24,Line_3,B,Changeover,5.6
2025-03-24,Line_3,C,Quality Hold,54.0
2025-03-24,Line_4,A,Changeover,29.5
2025-03-24,Line_4,B,Quality Hold,32.9
2025-03-24,Line_4,C,Maintenance,57.0
2025-03-25,Line_1,A,Operator Delay,31.3
2025-03-25,Line_1,B,Changeover,51.0
2025-03-25,Line_1,C,Operator Delay,14.9
2025-03-25,Line_2,A,Changeover,23.0
2025-03-25,Line_2,B,Quality Hold,25.1
2025-03-25,Line_2,C,Material Shortage,33.2
2025-03-25,Line_3,A,Changeover,29.9
2025-03-25,Line_3,B,Changeover,51.2
2025-03-25,Line_3,C,Maintenance,34.8
2025-03-25,Line_4,A,Changeover,17.1
2025-03-25,Line_4,B,Maintenance,52.4
2025-03-25,Line_4,C,Operator Delay,19.2
2025-03-26,Line_1,A,Changeover,12.6
2025-03-26,Line_1,B,Maintenance,40.3
2025-03-26,Line_1,C,Maintenance,53.9
2025-03-26,Line_2,A,Maintenance,51.0
2025-03-26,Line_2,B,Changeover,63.4
2025-03-26,Line_2,C,Operator Delay,37.2
2025-03-26,Line_3,A,Changeover,17.4
2025-03-26,Line_3,B,Quality Hold,47.9
2025-03-26,Line_3,C,Changeover,27.7
2025-03-26,Line_4,A,Maintenance,35.8
2025-03-26,Line_4,B,Material Shortage,20.4
2025-03-26,Line_4,C,Changeover,30.0
2025-03-27,Line_1,A,Operator Delay,46.4
2025-03-27,Line_1,B,Maintenance,49.6
2025-03-27,Line_1,C,Material Shortage,67.3
2025-03-27,Line_2,A,Maintenance,0.0
2025-03-27,Line_2,B,Quality Hold,21.4
2025-03-27,Line_2,C,Changeover,21.6
2025-03-27,Line_3,A,Maintenance,35.9
2025-03-27,Line_3,B,Quality Hold,48.6
2025-03-27,Line_3,C,Maintenance,32.6
2025-03-27,Line_4,A,Quality Hold,39.1
2025-03-27,Line_4,B,Quality Hold,9.0
2025-03-27,Line_4,C,Quality Hold,39.4
2025-03-28,Line_1,A,Maintenance,52.0
2025-03-28,Line_1,B,Material Shortage,50.5
2025-03-28,Line_1,C,Quality Hold,61.0
2025-03-28,Line_2,A,Maintenance,41.3
2025-03-28,Line_2,B,Maintenance,24.7
2025-03-28,Line_2,C,Maintenance,10.0
2025-03-28,Line_3,A,Changeover,20.7
2025-03-28,Line_3,B,Changeover,36.6
2025-03-28,Line_3,C,Maintenance,40.2
2025-03-28,Line_4,A,Maintenance,50.9
2025-03-28,Line_4,B,Operator Delay,18.3
2025-03-28,Line_4,C,Material Shortage,0.0
2025-03-29,Line_1,A,Changeover,24.2
2025-03-29,Line_1,B,Maintenance,52.4
2025-03-29,Line_1,C,Quality Hold,43.8
2025-03-29,Line_2,A,Quality Hold,40.7
2025-03-29,Line_2,B,Material Shortage,6.6
2025-03-29,Line_2,C,Maintenance,42.2
2025-03-29,Line_3,A,Material Shortage,36.1
2025-03-29,Line_3,B,Quality Hold,59.2
2025-03-29,Line_3,C,Maintenance,7.6
2025-03-29,Line_4,A,Changeover,55.0
2025-03-29,Line_4,B,Operator Delay,80.5
2025-03-29,Line_4,C,Quality Hold,43.3
2025-03-30,Line_1,A,Material Shortage,29.6
2025-03-30,Line_1,B,Maintenance,28.4
2025-03-30,Line_1,C,Operator Delay,23.0
2025-03-30,Line_2,A,Maintenance,47.8
2025-03-30,Line_2,B,Material Shortage,25.8
2025-03-30,Line_2,C,Quality Hold,45.6
2025-03-30,Line_3,A,Changeover,11.7
2025-03-30,Line_3,B,Maintenance,21.1
2025-03-30,Line_3,C,Maintenance,38.5
2025-03-30,Line_4,A,Material Shortage,55.3
2025-03-30,Line_4,B,Material Shortage,55.1
2025-03-30,Line_4,C,Material Shortage,2.8
2025-03-31,Line_1,A,Operator Delay,58.4
2025-03-31,Line_1,B,Quality Hold,44.0
2025-03-31,Line_1,C,Changeover,35.0
2025-03-31,Line_2,A,Changeover,15.9
2025-03-31,Line_2,B,Quality Hold,63.9
2025-03-31,Line_2,C,Changeover,34.7
2025-03-31,Line_3,A,Changeover,47.8
2025-03-31,Line_3,B,Maintenance,35.2
2025-03-31,Line_3,C,Maintenance,29.5
2025-03-31,Line_4,A,Quality Hold,21.9
2025-03-31,Line_4,B,Maintenance,36.0
2025-03-31,Line_4,C,Operator Delay,12.9
2025-04-01,Line_1,A,Maintenance,11.9
2025-04-01,Line_1,B,Material Shortage,15.7
2025-04-01,Line_1,C,Quality Hold,51.3
2025-04-01,Line_2,A,Changeover,34.6
2025-04-01,Line_2,B,Maintenance,13.3
2025-04-01,Line_2,C,Material Shortage,47.2
2025-04-01,Line_3,A,Quality Hold,50.5
2025-04-01,Line_3,B,Changeover,35.5
2025-04-01,Line_3,C,Quality Hold,22.9
2025-04-01,Line_4,A,Material Shortage,65.4
2025-04-01,Line_4,B,Material Shortage,50.9
2025-04-01,Line_4,C,Operator Delay,1.7
2025-04-02,Line_1,A,Material Shortage,47.0
2025-04-02,Line_1,B,Maintenance,31.0
2025-04-02,Line_1,C,Operator Delay,64.9
2025-04-02,Line_2,A,Operator Delay,53.3
2025-04-02,Line_2,B,Changeover,30.6
2025-04-02,Line_2,C,Quality Hold,53.5
2025-04-02,Line_3,A,Material Shortage,22.5
2025-04-02,Line_3,B,Maintenance,20.7
2025-04-02,Line_3,C,Quality Hold,20.8
2025-04-02,Line_4,A,Material Shortage,31.9
2025-04-02,Line_4,B,Maintenance,27.8
2025-04-02,Line_4,C,Maintenance,28.3
2025-04-03,Line_1,A,Material Shortage,57.3
2025-04-03,Line_1,B,Changeover,43.4
2025-04-03,Line_1,C,Changeover,27.1
2025-04-03,Line_2,A,Quality Hold,49.3
2025-04-03,Line_2,B,Maintenance,5.4
2025-04-03,Line_2,C,Changeover,18.2
2025-04-03,Line_3,A,Quality Hold,26.6
2025-04-03,Line_3,B,Changeover,47.5
2025-04-03,Line_3,C,Maintenance,24.3
2025-04-03,Line_4,A,Operator Delay,27.6
2025-04-03,Line_4,B,Changeover,21.0
2025-04-03,Line_4,C,Operator Delay,23.1
2025-04-04,Line_1,A,Maintenance,29.5
2025-04-04,Line_1,B,Material Shortage,42.5
2025-04-04,Line_1,C,Material Shortage,17.3
2025-04-04,Line_2,A,Material Shortage,47.9
2025-04-04,Line_2,B,Material Shortage,51.0
2025-04-04,Line_2,C,Maintenance,67.9
2025-04-04,Line_3,A,Operator Delay,35.3
2025-04-04,Line_3,B,Changeover,25.6
2025-04-04,Line_3,C,Operator Delay,40.5
2025-04-04,Line_4,A,Maintenance,38.8
2025-04-04,Line_4,B,Operator Delay,38.7
2025-04-04,Line_4,C,Quality Hold,22.1
2025-04-05,Line_1,A,Maintenance,9.0
2025-04-05,Line_1,B,Material Shortage,23.2
2025-04-05,Line_1,C,Changeover,15.1
2025-04-05,Line_2,A,Quality Hold,6.6
2025-04-05,Line_2,B,Material Shortage,48.8
2025-04-05,Line_2,C,Changeover,18.5
2025-04-05,Line_3,A,Maintenance,38.9
2025-04-05,Line_3,B,Maintenance,31.7
2025-04-05,Line_3,C,Quality Hold,0.0
2025-04-05,Line_4,A,Maintenance,41.6
2025-04-05,Line_4,B,Operator Delay,66.8
2025-04-05,Line_4,C,Maintenance,7.7
2025-04-06,Line_1,A,Maintenance,82.3
2025-04-06,Line_1,B,Changeover,28.2
2025-04-06,Line_1,C,Material Shortage,32.6
2025-04-06,Line_2,A,Maintenance,44.8
2025-04-06,Line_2,B,Maintenance,33.2
2025-04-06,Line_2,C,Maintenance,8.8
2025-04-06,Line_3,A,Material Shortage,21.8
2025-04-06,Line_3,B,Maintenance,36.4
2025-04-06,Line_3,C,Material Shortage,37.3
2025-04-06,Line_4,A,Maintenance,48.8
2025-04-06,Line_4,B,Maintenance,43.1
